start	end	sentNum	speaker	confidence	text
2602624	2610520	267	Daniel	0.99996	So again, the spatial, temporal and conceptual linkages are happening at a speed that is boggling.
2610940	2617540	268	Daniel	1	And on the right is a paper from just this month officially by Thomas Parr et al.
2617630	2619704	269	Daniel	0.71959	Cognitive effort and active inference.
2619832	2624604	270	Daniel	1	And I have the image small because there's more details to go into in the paper.
2624802	2639680	271	Daniel	1	However, they used a well known model of cognitive burden called a Stroop model, which shows a color written out as a word and that word is shown in some color.
2639750	2652000	272	Daniel	0.99999	So the color red written in red, the color red written in blue, and the timing dynamics of people's reading behavior and recognition behavior is a proxy for cognitive effort.
2652160	2673384	273	Daniel	1	And so this is just one more, not even brick in the wall, not even just one tool in the toolkit, but like another lens or layer or ability or capacity for active inference framework which adds these features affect, memory, anticipation.
2673512	2689356	274	Daniel	1	All these different features are layered in like a symphony without developing Bloat, because the first principles kernel, the cognitive firmware, is not getting Bloated, it is staying at first principles.
2689388	2692960	275	Daniel	1	And sometimes it feels like even diving down to zero with principles.
2693560	2715844	276	Daniel	0.99989	While advanced research in the space is able to help us understand really sophisticated cognitive phenomena like cognitive effort, now one can look back through the previous stream and what we discussed and how could cognitive effort help us support the accessibility, rigor and applicability of active inference?
2715972	2723516	277	Daniel	0.94771	It's such a natural question and again, week after week, our niche provides us with new ways of thinking and doing.
2723618	2729500	278	Daniel	0.99981	So it's so fun to be gripping and gripped within active inference.
2731460	2736130	279	Daniel	0.99882	I'd like to recognize and commend jacob's, excellent work.
2736820	2743380	280	Daniel	0.9999	Just in April, we published Generalized Notation notation for active inference models.
2744040	2751648	281	Daniel	0.45016	GNN generalized notation notation is a plain text format for conveying active inference generative models.
2751744	2758920	282	Daniel	0.93987	It's something like a dialect of markdown and it brings us closer and closer to the triple play.
2759070	2768080	283	Daniel	1	The triple play is the idea that we should have integrity amongst multiple representations of active inference models.
2768260	2783360	284	Daniel	0.67747	That is, what we see visualized graphically or tangibly what we hear and say in terms of the natural language use and with executable cognitive simulations.
2783780	2799120	285	Daniel	0.58075	So if someone looks at an organizational flowchart and there's three A's connected to two B's, that is something that we can visualize, describe and execute so that there isn't a front and a back room conversation.
2799280	2807464	286	Daniel	0.99993	Rather, there's an integrated conversation that allows for everybody to make contributions in the modalities and in the ways that they want.
2807582	2817492	287	Daniel	0.75	And the interlingua, not the only interlingua, and by no means its final version is the plain text generalized notation notation.
2817636	2824424	288	Daniel	0.96312	We're having a lot of fun working with language models and visualizing this, transforming it into executable simulations.
2824552	2846710	289	Daniel	0.61	And so thanks again, Yakup, for the really creative and dedicated work because this method is going to be a real core functionality for translating across visual elements, our natural languages and the kinds of simulations that we want to run.
2847320	2855860	290	Daniel	0.79	And I'll close with a recent publication with Karl Friston et al., including myself and Bleu.
2855940	2859320	291	Daniel	0.99622	So two out of three officers on the paper, not terrible.
2859900	2875464	292	Daniel	1	And in this paper we used free energy principle and active inference to provide something like a measuring or an observability framework for ecology, evolution and development or ecoevo devo.
2875592	2880552	293	Daniel	0.51	And the way that this was done is through the Renormalization group of physics.
2880616	2890060	294	Daniel	0.93	And so in this image on the left, we can see it as like maybe a bunch of cells which each contain organelles and those cells make a tissue.
2890220	2897476	295	Daniel	0.99999	Or the big circle might be the population of organisms or the ecosystem community.
2897658	2918048	296	Daniel	0.99995	Again, recognizing the nested niche engagement within and across levels of spatial and temporal modeling and looking at just two layers and how they're connected, we can think of that as a nested action perception cycle.
2918244	2940444	297	Daniel	0.9989	So here's, like the sensory and the behavior of a worm, in this case, happening at whatever timescale it's being modeled at, and then at the slower or the deeper level of the hierarchical model, we have the Bayesian learning like process of the extended genotype happening in a slower adaptive layer.
2940572	2953030	298	Daniel	0.86	And so this should clearly connect to what we said at the very beginning of the stream about the institute as part of a nested system.
2953800	2959092	299	Daniel	1	Here we have the ecosystem, the space around here's, the institute.
2959156	2968700	300	Daniel	0.99999	This is what it really means to enter and to join, not just to look into, but to be on or in the institute.
2969200	2980068	301	Daniel	1	And then the kinds of dynamic partitions that we're able to embody within the institute through our communications and through our actions.
2980264	3008980	302	Daniel	1	And so it's just so exciting to see everyone's incredible research contributions, the kinds of questions and developments that even if I were not an author, even if I were not in the active inference field, I would believe are at least the right things to be trying in terms of bringing theoretical integration in ecology, evolution and development.
3009140	3011860	303	Daniel	1	At least these are the right research avenues.
3012020	3036804	304	Daniel	1	But then again, to be able to act infer and serve through the institute as a multiscale evolutionary entity in and of itself, this kind of real time enactment of multiple scales and quantum reference frames is something that is only arising through cocreation.
3036952	3045860	305	Daniel	0.99898	So in closing, I send my deepest appreciation to all those who support and care and engage.
3046360	3058170	306	Daniel	1	To those who are not sure, I welcome you to the past, the present and the future we respect and that's why we do what we do.
3059740	3065770	307	Daniel	0.99894	So Alex, where do we go or what is next?
3069920	3091088	308	Alex	0.85437	Yeah, thank you very much for the talk and really providing that vision from the beginning and how it's going now and congratulations on that publication on evolutionary work.
3091254	3104230	309	Alex	0.99	And it's a great opening direction and I believe this direction will make a next step into technical evolution also.
3104760	3112230	310	Alex	0.82	And we will use this technique, evolution approach to develop institute candidacy system.
3114780	3117364	311	Daniel	0.92226	Yes, I'll just wait a few more seconds.
3117412	3128008	312	Daniel	1	If anyone writes a question that we can address in the live chat, let's look at some of these questions that we look at at the end of every live stream.
3128184	3130244	313	Daniel	0.99997	What would a good understanding enable?
3130392	3142364	314	Daniel	0.93913	Well, if we were able to really understand our own generative model as the institute and as the active inference ecosystem, it would support our sense making and decision making.
3142502	3145670	315	Daniel	0.92543	We'd be able to act and infer and serve better.
3146280	3149300	316	Daniel	1	What are the unique predictions and implications?
3150600	3152710	317	Daniel	0.99974	That's a very interesting question.
3154280	3162810	318	Daniel	0.63066	I'm sure there are many ways to address this and we did have many future oriented expressions during this discussion, even today.
3164620	3168540	319	Daniel	1	What are the next steps for free energy principle and active inference?
3169360	3171004	320	Daniel	0.99998	Again, do you have any thoughts on this one?
3171042	3172732	321	Daniel	0.71	The middle question or the second question?
3172786	3173500	322	Daniel	0.9214	Alex.
3177840	3189740	323	Alex	0.29277	Delivered and unique predictions and next steps depends on some specific field or domain for ourselves.
3189820	3200580	324	Alex	0.53009	We understand that active inference is a scale free approach and it can be applied to any scale of research.
3200730	3221310	325	Alex	0.56446	Any domain which any researcher or engineer is working on can be described with active inference language starting from where using accordances to computational modeling or types of modeling and so on.
3224230	3224980	326	Alex	0.9879	Yeah.
3226470	3228580	327	Daniel	0.96536	What are the goals of the research?
3230550	3240742	328	Daniel	1	To embody our mission to support the active inference ecosystem, to be the best institute we can be, be the best nest mates within it.
3240876	3241960	329	Daniel	0.99998	What do you think?
3245070	3247130	330	Alex	0.99061	Maybe we should remove goals.
3248750	3250410	331	Daniel	0.92357	Let's change it to preferences.
3251470	3252620	332	Alex	0.97642	Yeah, at least.
3253310	3259294	333	Alex	0.81	And considering it in open endedness way.
3259492	3266030	334	Alex	0.98167	Again, we can speak about goals, but looks like it's not so useful concept.
3266770	3289026	335	Daniel	0.99999	Yes, sometimes when we're talking about the specific research papers, we talk about the goal of that paper, but goal is not to be found in the active inference ontology and we find ways of making do and thriving without needing to rest upon goals and reward.
3289218	3290530	336	Daniel	1	And that's really exciting.
3290610	3308970	337	Daniel	1	And that's something that a lot of people don't even realize that they're steeped in reward maximization and goal implementation until the open endedness and the vitality of active inference becomes understood.
3309950	3311740	338	Daniel	0.99998	What are you still curious about?
3312910	3315006	339	Daniel	0.55081	I'll let you go first, then I'll give a last thought.
3315028	3315920	340	Daniel	0.99998	As we close.
3319750	3326690	341	Alex	0.99	I always remember our discussions about sense of the word curious in the beginning.
3329030	3341094	342	Alex	0.90974	It's like I believe more and more curious with week each day, each month.
3341292	3355674	343	Alex	0.98376	What our field, our frontier are showing us so much, a lot of different perspectives, different connections, real people in communications and projects and so on.
3355712	3357610	344	Alex	0.97063	So it's happiness.
3359570	3360800	345	Daniel	0.99841	Very beautiful.
3361730	3365214	346	Daniel	0.85565	I'm curious about many things like that.
3365252	3377886	347	Daniel	1	You said that we develop and hone that curiosity every day and we seek to spark and be sparked when people come in from different backgrounds with their curiosities.
3378078	3381058	348	Daniel	0.5487	It's inspiring, to say the least.
3381144	3393622	349	Daniel	0.76	And I'm really curious about who will have listened or read this far in the stream and choose that moment to take an action to get involved with the institute.
3393806	3397658	350	Daniel	0.99981	So there's only one way that my uncertainty is going to be reduced about that.
3397744	3399610	351	Daniel	0.7	And I think if you know, you know.
3399760	3400122	352	Daniel	0.96521	So.
3400176	3401206	353	Daniel	0.99962	Thank you, Alex.
3401318	3402570	354	Daniel	0.70253	Thank you, .
3403150	3406650	355	Daniel	0.99981	Thank you to the officers and to all of the institute.
3407070	3408140	356	Daniel	0.99974	See you around.
3409230	3410074	357	Alex	0.9968	Thank you.
3410192	3411020	358	Alex	0.57277	Thank you.
