start	end	sentNum	speaker	confidence	text
2575090	2587220	328	A	1	And because it has a boundary, information and energy from the environment always has to flow through this boundary in order to interact with it.
2587990	2595650	329	A	0.99	And that sort of boundary notion, it seems, is like what is in other contexts also called a Markov blanket.
2595990	2609886	330	A	0.99	And I think if you set up your dynamics in a particular way or your definition of Bayesian network in a particular way, that the two ideas that might coincide.
2610018	2612300	331	A	0.99998	But I don't think that's true in general.
2612670	2626030	332	A	1	And I think what people mean in the literature when they're talking about Markov blankets, but in this dynamical context, I think all they really mean is like boundary or interface.
2626450	2657318	333	A	0.99964	So the data of the system, like capacity for interaction or something like that, the stuff that is on the edge of the system through which interactions with its environment are mediated, that sort of general idea is something, again, that appears nicely in categorical systems theory, but in a very general way.
2657404	2676154	334	A	1	And it doesn't require any of the notions of Bayesian statistics, and it doesn't require conditional dependence or parents or children of a graph because you might have something more complicated than a graph.
2676202	2681706	335	A	0.86129	Like you might have edges which are allowed to connect more than one node, and that gives you a hypergraph.
2681738	2691682	336	A	1	And there, of course the notion of Bayesian of marker blanket in the standard sense that doesn't make sense at all, but of course the notion of interface does.
2691736	2695678	337	A	1	And there are certain categories of interfaces.
2695854	2704210	338	A	1	And those wiring diagrams I was drawing before are an example of a category of interfaces.
2704290	2707400	339	A	0.99859	Like they don't have any data of the systems themselves.
2707770	2711980	340	A	1	The category just tells you how to sort of plug interfaces together.
2713150	2730160	341	A	0.74	And so I think it's kind of neater to think about this connectivity in the interfaces sort of separately from the stuff that fills the interfaces, like the data of the dynamical systems or of the active inference, like games that I've been talking about.
2732450	2749030	342	A	1	And so a really nice kind of category that you can use to talk about interfaces and indeed to talk about lots of other things, but in particular to talk about interfaces is this category of polynomial functions.
2750090	2756178	343	A	1	And it kind of generalizes these wiring diagrams that I was drawing earlier.
2756354	2778350	344	A	1	And it does so in a particularly useful way, I think, which is that if you sort of formalize the interface of a system using this polynomial language, you can start to talk about interfaces that themselves might change depending on the context.
2779330	2801334	345	A	0.99735	So when you get into the car to drive somewhere effectively, you've sort of changed your interface because now you've got this car around you and it behaves in a different way than if you're just on your own or if you're just normally going about your life.
2801532	2810730	346	A	0.99992	You might blink right, or you might close your eyes, and that means that you're no longer receiving visual signals from the world.
2810880	2826880	347	A	0.57	And so if you just say you're writing down your active inference model and part of the model is that it receives visual signals, then talking about situations where those visual signals go away.
2829810	2830126	348	A	0.99999	You.
2830148	2832634	349	A	0.99997	Can do it right, but it's not very neat.
2832682	2845540	350	A	1	And so to sort of account for interfaces that might change like this, it's nicer to be able to say, okay, well, my interface actually is allowed to depend on what I'm doing right now.
2846870	2862540	351	A	0.99911	So I'm currently on a video call and it means I can do certain things, but I'm currently wired into the computer so I can't so easily go and walk around like the set of signals I receive or actions I might take might change.
2862990	2878960	352	A	1	And so I think it's easy to start by saying, okay, when we're talking about Markov blankets in dynamical systems, we just mean like, there is some set that is like the action set and some set which is the sort of sensory set.
2879970	2897986	353	A	0.55364	For me it's just not enough because of the fact that the world is dynamical context change coupling might be dependent on like you might be in an organization and there's some executive who's in charge of defining the team structure.
2898178	2909894	354	A	1	And that means the team structure is like the wiring of the agents in that organization, but how they behave depends on the decisions that that executive makes.
2910092	2915526	355	A	1	And so their markup blankets are conditional on those decisions.
2915638	2924794	356	A	1	And that's something you can talk about nicely in this polynomial language because you're allowed to have systems which affect the wiring of other systems.
2924922	2937246	357	A	0.99997	But it's really not something that's easy to talk about in this standard framework of interfaces and boundaries that is dominant in the active inference literature.
2937438	2949010	358	A	1	And I think that's because really in the active inference literature, there isn't a framework for interfaces and wiring and that framework is supplied by these categories of interfaces.
2949590	2965850	359	A	1	And so you can just choose one and you can hope it does choose one that's appropriate for your situation that you're trying to model, but it helps to actually have one that allows you to do this wiring and that's something that using category theory allows you to do because it's all about composition.
2968670	2969420	360	B	0.99943	Awesome.
2970990	2972986	361	B	1	The textbooks will be rewritten. Dean.
2973098	2981680	362	D	0.61245	Quick thing, Toby, does the timing of the choice in your experience really matter?
2984050	2988482	363	A	1	The timing in what whenever, whenever you.
2988616	3003874	364	D	0.64164	Do decide to make a choice, doesn't the effect of the timing, the whenness of activating that choice play a huge part in what follows in terms of the category?
3004002	3004390	365	A	0.99895	Yeah.
3004460	3017050	366	A	0.50959	So do you mean like if you're choosing to use a particular kind of interface language, say or describe a thing with a particular interface or like particular kind of boundary?
3017630	3018378	367	A	0.99983	Yeah.
3018544	3020010	368	A	0.99805	So I agree.
3020160	3023514	369	A	1	And that's why I kind of tend to work quite abstractly.
3023642	3035620	370	A	0.99995	So rather than saying I'm working with a particular kind of interface language, I'm just saying I will assume my interface language allows me to do these certain things.
3036310	3041380	371	A	0.85	And so that's not so useful for actually implementing a particular model.
3042550	3051000	372	A	0.99997	But if you're trying to think about systems in general, it's helpful to work agnostically in that way.
3051530	3064170	373	A	1	And so the reason I sort of advocate like this for polynomial functions is I think that they sort of fit at a nice sort of intermediate level of abstraction.
3064750	3072880	374	A	0.99941	It's not to say, okay, well, there is a collection of interfaces and some collection wiring them together because that doesn't tell you actually how that works.
3073730	3076458	375	A	0.99856	So it is slightly opinionated.
3076634	3082560	376	A	0.98386	It's different from certain choices that people in other bits of applied category theory make.
3083810	3096750	377	A	0.99998	But it does generalize this simple case where you have just a single set of outputs and a single set of inputs or single set of actions and a single set of observations.
3096910	3105830	378	A	1	And so I think because of that it's a nice sort of intermediate level and I think it's one I've tried to work with, because I think it's quite natural.
3106170	3109062	379	A	0.99741	But yeah, you can sort of totally work at a very abstract level.
3109116	3117260	380	A	0.99	And that's what David Jazz does with his systems, just he just talks about interfaces in general.
3119790	3121980	381	A	0.99664	You might not have actions at all.
3123950	3125610	382	A	0.9997	It's completely agnostic.
3130700	3131208	383	B	0.99825	Awesome.
3131294	3132040	384	B	0.33319	Ollie.
3134860	3136412	385	C	0.41413	OK, thank you so much.
3136466	3165290	386	C	0.99026	So my second question is about the relation between your compositional account of active inference and the recent line of research done in Bayesian mechanics, namely the discovery of the duality between FEP and constraint maximum entropy principle as discovered primarily through the work of Dalton Saktive Adebel in the last couple of years.
3166060	3178824	387	C	0.99892	There's this nice duality between the observer dependent the viewpoint from the inside observer of the agent and the outside observer.
3178872	3187560	388	C	0.92448	So, respectively, the perspective of FEP as opposed to constrained maximum entropy principle.
3187720	3200984	389	C	0.95381	But Dalton has demonstrated that actually, those two perspectives can be unified through showing the equivalency between the Bayesian optimality and James optimality.
3201052	3211780	390	C	0.47526	So from Bayesian optimality, we can obtain FEP, and from Jane's optimality, we can acquire CMAP.
3212120	3241520	391	C	0.93535	So, given that the notion of Bayesian lens also comprise both Bayesian inference and its inverse process, do you think the Bayesian lens as providing a kind of, I don't know, a tool to account for showing this kind of duality between FEP and constraint maximum entropy principle?
3242180	3244800	392	A	1	I think the answer is probably yes.
3244870	3260292	393	A	0.99953	But I think this is a really great question, because genuinely, I don't know the story mean, I know a bit about Dalton's work, and I think it's wonderful, but I really don't know yet how it connects to the stuff I've been doing.
3260346	3263110	394	A	0.96	And it's really like an open question for me.
3263480	3268712	395	A	0.99895	But there are some tantalizing signs that, as I say, I think the answer to your question is yes.
3268766	3280044	396	A	1	There is a kind of unification of the two kinds of story, and some of the ingredients of that story are kind of floating around out there.
3280162	3297356	397	A	0.99988	So I know that there seems to be a connection, or like I know that there is a connection between quantities like the relative entropy and energetic concepts you get in physics.
3297548	3304000	398	A	0.97	And through that, you can make a link to the kinds of things that Dalton has been doing with gauge theory.
3304160	3318884	399	A	0.98	And I feel like there is a kind of geometrical structure that you can put on top of these statistical games that I've been working with, because, remember, they are these lenses with these loss functions.
3318932	3325610	400	A	1	And these loss functions seem to have this kind of, as I say, this kind of geometric thing going on with them.
3326480	3346770	401	A	0.99946	But really explaining or putting constrained maximum entropy into statistical games language is not something that I've done and it's something that I've been thinking about doing, and I'd be delighted to talk to people about more.
3347380	3350640	402	A	1	And so I don't know precisely the details.
3351560	3356870	403	A	0.99632	There is a kind of other duality, which I think is quite nice which is related to this.
3359640	3380670	404	A	0.89	And I think again, at the nexus of these is this systems theoretic idea, because of course, all of this work of Dalton's lives in this kind of dynamical systems world where you have dynamical systems that are interacting and information flowing between them.
3383280	3390076	405	A	1	And there are some really tantalizing connections, again, of course, between physics and information processing.
3390108	3407540	406	A	1	And I learned the other day, for instance, that there are certain classes of generative adversarial networks sorry, this is just a slight tangent, but I think you might be interested to know certain classes of generative adversarial networks that you can set them up.
3407690	3424436	407	A	1	And the two parts of the network tend to instead of settling into an equilibrium, they seem to exhibit some orbits around each other so they don't achieve some equilibrium state in the game they're playing.
3424468	3426430	408	A	0.99998	They kind of just got around.
3428960	3441796	409	A	0.99999	But somebody was telling me about if you have an orbit and you're a physicist, you think, okay, well, what is that orbit conserving?
3441848	3444268	410	A	0.99997	Is there like a quantity that it's conserving?
3444444	3454576	411	A	1	And in this case, and I don't know the details, but in this case, this person found that the quantity that was conserved in this orbit was the relative entropy.
3454688	3456756	412	A	1	And so there's this weird thing going on.
3456858	3463540	413	A	0.98873	These things are playing a game, but they're still at this kind of somehow steady state of relative entropy.
3464780	3475610	414	A	1	And so there seems to be this deep connection between these kinds of game like systems and sort of information physics in some sense.
3476460	3479924	415	A	0.96	And I'm aware I need to head off for the moment, but I just want to draw one more picture.
3479972	3488030	416	A	0.99	And I'm sorry, Elliot, you probably had loads of questions, but we kind of ran out of managed to answer many of them, but hopefully we'll get to the rest of them soon.
3488740	3503780	417	A	0.99998	But if I just draw, as I say, one more picture, which is a kind of slightly different kind of duality, but a similar kind of similar kind of flavor.
3504360	3509408	418	A	0.99996	So what we have in systems theory is this category.
3509504	3521800	419	A	0.98993	You have this category of interfaces of systems and the morphisms tell you how to wire these systems together to give like hierarchical or like composite systems.
3523020	3544640	420	A	0.98	And if you have something like this thing which I wrote before Din, which I said for each interface I was like a category, then you can sort of think of this as a functor from int to like cat the category of categories.
3545140	3556176	421	A	1	And one thing you can do with index categories of this kind is you can sort of turn them into what are called like vibrations using what's known as the Groton deconstruction.
3556208	3566490	422	A	0.85	And if you know about physics, you've probably heard of a concept called a fiber bundle, which is just like a collection of spaces indexed by points of another space.
3567580	3585660	423	A	1	And so what you can do is you can write this vibration which says, okay, well, for each interface I've got a category of systems on that interface and they're all like glued together correspondingly with the wirings of your interface category.
3586320	3593088	424	A	1	And so you write this as like another function which kind of forgets about the dynamical systems and just returns the interface again.
3593254	3599090	425	A	1	And so you have this vibration thing here and this is like where kind of like physics lives.
3601800	3620020	426	A	1	And so what I've been trying to tell this story about, in this story about active inference is that you have a similar one where you have for each type of interface, the category of agents that might have that interface.
3620180	3637080	427	A	0.5978	Like we're all humans and so we are all like the type that might fit in like a human shaped box and so we're all in that particular category and we come together to form organizations and that's another object of this category of interfaces and another kind of agent category on those interfaces.
3637240	3639416	428	A	1	And so that gives you another one of these vibrations.
3639448	3652324	429	A	1	And the thing that something like predictive coding tells you is it says, okay, well, given a certain story about a type of agent, can I turn that into a dynamical system which actually animates it?
3652442	3655830	430	A	1	And so that's like a functor like this.
3656680	3669770	431	A	0.87564	So maybe what we could do is we could think of this as maybe like some version of biology or we could think of this as like we could think of this as like body and we could sort of think of this as like mind.
3670700	3676730	432	A	0.99	And so this is telling us how to go from a description of a mental system to a sort of embodied system.
3677100	3688430	433	A	1	And I think some of what the free energy principle is trying to say is that for certain kinds of systems there's a way to turn your description of a dynamical system into something that looks like an agent.
3688820	3697570	434	A	1	And so the thing I'm wondering is that whether there's some adjunction or maybe this is like I don't know.
3698100	3716410	435	A	1	I don't know which way we might write labels on these, but maybe there's, like, some adjunction here that allows us to compare these two processes of turning a sort of mental system into a physical one and then going in the other direction from a physical system into a mental one.
3717100	3721530	436	A	1	And so maybe this is also where information comes in.
3723340	3740224	437	A	1	And it's a kind of similar story in category theory where there's a sort of duality between geometry and logic that that's sort of sometimes written like this.
3740262	3761764	438	A	0.99999	You have truth values down here and you have logic over here and you have space over here and there's a way to sort of draw a picture like this that says, okay, well, logic is somehow like dual to space in some sort of mumbo Jumboy way.
3761802	3773930	439	A	0.99	I mean, again, I've run out of time, but I think there's a story that people try to tell about science in this kind of abstract world and I think it's a similar story to maybe something that's being told over here.
3775180	3782540	440	A	0.9998	Again, lots of details, and I don't know precisely the connection with Dalton's work, but I think it's kind of pointing in this kind of direction.
3784480	3785832	441	B	0.99997	Thank you, topy.
3785976	3797180	442	B	1	After you have revised and proceeded, let's have 54.3 and talk more about action, active inference.
3797260	3798368	443	B	0.99982	So thank you.
3798534	3799232	444	A	0.99978	Yeah, great.
3799286	3800288	445	A	0.99987	Thank you so much for having me.
3800294	3802980	446	A	0.75	And I look forward to speaking again and answering your questions.
3803050	3805700	447	C	0.8111	Ali, thank you so much.
3805850	3806804	448	C	0.98	That was great.
3806922	3807700	449	A	0.58351	Okay, great.
3807770	3808630	450	A	0.99507	Bye, guys.
3809560	3810420	451	C	0.89972	Bye.
3811960	3824276	452	B	0.67713	Well, I'd like to ask Dean a oh, Ali, please make a remark.
3824308	3840908	453	C	0.91	And then I have a yeah, you know, I really think of Toby's work as really provocative as it really opens up Pandora's box of many, many different fertile questions.
3841074	3854004	454	C	0.78992	So I'm a firm believer of this old saying that a sign of a great book is not how many answers it provides, but actually how many questions it gives rise to.
3854042	3886236	455	C	0.96816	So I really wanted to congratulate Toby on writing such a I mean, it looks as if he began from the perspective of trying to address some of the I don't know, some long held questions, but then it turned out to be much more deeper than that in terms of actually giving rise to many fertile questions.
3886338	3889010	456	C	0.9164	So, yeah, that's really great.
3892050	3902660	457	B	0.99182	Dean, I'd like to ask, what is the difference or how can we think about being on time in time and out of time?
3904950	3908580	458	B	0.99955	Because Toby said he was out of time with the answer.
3909270	3918866	459	B	0.99	And I know that we've spoken about this when we consider some of the time consciousness and category theory work previously.
3919058	3921240	460	B	0.99997	So what is it to be out of time?
3922010	3924470	461	D	0.99994	Yeah, that's a great question.
3924540	3946510	462	D	0.99999	All I can say at this point is that it's easier to discretize when you're in time and out of time as a comparator than it is to say when you're on time versus those first two positions.
3949010	3973200	463	D	0.80193	That's all I can say about that for now, because I'm sure Toby, from a diagrammatic perspective, could probably tell us what is happening when he's actually using his stylus versus not right.
3973270	3977890	464	D	0.66818	Like the result of that leaves something in and out.
3978580	3986470	465	D	0.61132	But while he's actually on point, he's literally in a different place.
3989160	3993956	466	D	0.99692	Here's an interesting thing, back to the provocative Ali in the Dot.
3993988	4004250	467	D	1	One was talking about virtual and actual models and was probably saying it in a way that's completely different than how I use.
4005280	4009710	468	D	1	I believe those same two models are in effect.
4010560	4043210	469	D	0.96	And so if you, for example, draw up a play, say, in sports, because we're talking a lot of strategy while Toby was on today and a lot of gaming theory and stuff, you draw up a play, then you confirm that you have all of the elements or resources that you need in order to be able to carry that out.
4044220	4052344	470	D	1	And then you're as a group communicating with one another like we are doing on this live stream, right?
4052382	4057384	471	D	0.99728	Like you're literally calling out the play in North American football.
4057432	4074880	472	D	0.52737	You'd huddle up and literally call out a sequence of code and then you'd have to literally reverse that and turn the inference as the shortest time window into a prediction.
4075300	4084470	473	D	0.99974	Like you would literally line up and then you would carry out the simulation in actual terms.
4086440	4107288	474	D	0.99563	All of that together means that I believe that the virtual version of the model is, as Toby was saying, in the bi directional sense, going in one direction, and the actual model is going in 180 degrees the opposite direction.
4107464	4119650	475	D	1	And then when he mentioned the dagger symbol today, I was just like, okay, where does that fit in to this bi directionality and the difference between.
4121380	4121792	476	A	1	The.
4121846	4125970	477	D	0.99938	SIM, the digital, the virtual, and the actual?
4126340	4142560	478	D	0.99985	So these are the things that literally pop up at any given moment, aren't necessarily part of what you consider to be the space that is inhabited by virtuality and actuality.
4142640	4144840	479	D	1	And yet there it is.
4144990	4146804	480	D	1	It just appears.
4146932	4151450	481	D	1	And then you have to sit down and figure out, well, where does that categorically fit?
4151980	4170156	482	D	0.99961	So again, don't want to go off on a deep rabbit hole philosophical take on this, but I just find that at any given moment, there is again, so much math in this philosophy that it's kind of staggering.
4170268	4178640	483	D	1	And just to be able to have somebody who can explain that and draw it out is pretty impressive.
4180200	4183284	484	D	1	I don't know if it's provocative what I just said.
4183402	4194360	485	D	0.73	I hope it isn't because, man, I did this work for almost a decade and it seemed like young people weren't scared by it.
4194510	4196890	486	D	0.99991	Maybe older folks are, but I don't know.
4200910	4213470	487	C	0.99704	So if I may add a brief comment on just what you said, I was recently watching this talk by John Bayes about the history of applied category theory.
4214290	4227182	488	C	0.8642	So he had this nice diagram showing the relationship between different areas of knowledge, I mean, going from business to pure mathematics.
4227326	4252470	489	C	1	And he claimed that most people in category theory, or in most other areas, consider category theory as being on the top of the pyramid, as being the purest of the pure, so as being even kind of being on a meta level than even the pure mathematics.
4252630	4262826	490	C	0.99996	But then he said that I believe category theory can actually be seen as kind of permeating all of these levels.
4262938	4269150	491	C	0.99998	So it's not something that sits on top of the hierarchy.
4269230	4274382	492	C	0.84518	It's something that actually can be seen as influencing and permeating all the levels.
4274526	4294330	493	C	0.80429	So at least from the perspective of applied category theory, it seems to be, if not self evident, but something that gathers much, I mean, more evidence as the research goes by.
4294400	4300714	494	C	0.97951	So I'm really optimistic in the research direction that applied category theory is going.
4300832	4310030	495	C	1	And hopefully in near future we can see it applied to many, many different areas, many different unforeseen areas.
4312770	4314654	496	D	0.88	I think I'll just tag on to that.
4314692	4332630	497	D	0.69419	Ali, if you use an abductive logic lens, then it's simply a question of when did you enter, at what point did you enter the abstracted timeline?
4332970	4340454	498	D	0.99987	Because if you see it that way, it's not just top down and it's not just bottom up.
4340492	4355802	499	D	0.95125	It's back to my question to Toby was, does the whenness of this really matter if you want to be able to take it off the shelf and use it?
4355936	4373554	500	D	0.98	And of course, his answer was, yeah, if you want to deal with idiosyncrasies, you're left with no choice but actually to acknowledge the point in the continuum where you take this up.
4373752	4380114	501	D	0.99926	But I think that actually makes it quite easy to see it permeating every level.
4380312	4390262	502	D	0.99998	But again, it's the abduction, the abductive piece of this back to last year in August, right?
4390316	4403722	503	D	0.95547	We're coming up on one year since we talked about how important that is, and yet here we are, what, ten and a half months later, and we're circling back.
4403776	4406394	504	D	0.67395	We have another predictive parabolic on our.
4406432	4407210	505	C	0.87577	Heads.
4411900	4414010	506	B	0.99744	Few comments on that.
4414700	4426316	507	B	0.96074	It's reminding me of Professor Mike Levin's work on basal cognition and the idea that intelligence isn't on the top of the pyramid either.
4426498	4434684	508	B	0.93554	Rather, it's something that's distributed compositionally across levels and something that exists at all levels.
4434732	4454980	509	B	1	And so we can then still talk about higher order properties of systems or properties of composites or aggregate systems while also grounding in the foundations.
4456440	4457220	510	B	0.76541	Um.
4462230	4472002	511	D	0.84899	Yeah, and that, and that grounding and anchoring and stabilizing, that's by itself is nothing but a feature.
4472066	4488640	512	D	1	I think you also want to be able to, though, because there was a lot of talk today about being able to see this in the way that things dynamically play out.
4489010	4499870	513	D	0.9999	So, again, we're back to the what's the minimum two ways that we want to incorporate this observation, both as stabilized and as searching.
4499950	4500580	514	D	1	Right.
4501110	4508770	515	D	0.98823	If we can have one eye on each at all times, it does take a bit of rethinking.
4512890	4517480	516	D	0.78175	There is a there is a there is an interoceptive piece to this.
4517930	4522460	517	D	0.99999	What we feel from that is different.
4526030	4538106	518	B	0.57	That brings us to the sensor fusion aspects of the dissertation 7.1.1 Bayesian sensor fusion.
4538298	4539040	519	D	0.93335	Yeah.
4540930	4547810	520	B	0.74	A situation that is common in natural embodied systems, but which is not yet well treated by current statistical machine learning methods.
4548390	4553380	521	B	0.9991	Also, Ali, thanks so much for asking the Markov blanket question.
4553910	4567718	522	B	1	I think his response is worthy, honestly, to review and unpack in the time we have, we can just sort of review a little bit and think about what other questions we want to prepare for.
4567884	4591360	523	B	0.61	Two, how would you, Ali, restate the limitations of the Markov blanket concept for all the positive things that we've said in the previous 300 live streams and where category theory can help address and move past some of that?
4593810	4614070	524	C	0.98625	Yeah, you see, this notion obviously is one of the most or, I don't know, probably one of the most controversial concepts in whole FEP literature because it has received a fair amount of criticism from many various perspectives.
4614810	4626822	525	C	0.99599	But some criticisms, at least as far as I know, they're basically directed toward the universality of Markov blanket.
4626886	4637760	526	C	0.99954	How universal is this notion as it's claimed to be ranging from, I don't know, inert rocks to the brains, right.
4638130	4650850	527	C	0.99934	So does it apply equally for modeling inert rocks as well as the most complex system we know of in the whole universe, namely the brain?
4651270	4678630	528	C	0.99713	So the response this line of criticism got from the researchers in the active inference area, again, to the best of my understanding, is to the effect that although theoretically, it can be applied to many different systems with many different levels of complexity.
4678790	4693518	529	C	0.99998	But then again, for simple linear systems such as I don't know, many non complex systems, it doesn't have anything interesting to say.
4693684	4700834	530	C	0.99981	So rather than being applicable to all of these systems, the relevant question should.
4700872	4701460	531	A	0.64925	Be.
4705190	4716418	532	C	0.95831	There are enough insights we can gain from applying this notion to many different situations and systems.
4716514	4736694	533	C	0.95095	So I believe Toby's alternative for this problem by proposing the polynomial function as a replacement for Markup blanket can cover this line of criticism pretty nicely.
4736742	4753074	534	C	0.49	It can address this criticism pretty nicely due to its abstractness and a kind of more rigorous way of talking about both the universality and the individuality of each system.
4753192	4768018	535	C	0.9997	So I think that's a nice way to at least a viable answer to this question that needs a lot more consideration.
4768114	4772380	536	C	0.98042	So that's my take on it as far as.
4774350	4793854	537	B	0.99618	Okay, I'll give my take two, which is the Markov blanket concept, since the work of Pearl in the 1990s is actually not doing that much philosophical work in and of itself.
4793972	4800334	538	B	0.69	It just describes the parents, the children and the coparents of any given node within a graph.
4800382	4803006	539	B	0.99755	So first, we're talking about maps, not territories.
4803118	4808798	540	B	0.99851	We're not talking about features of the world, carving nature of the joints, necessarily hashtag malandrus.
4808894	4810802	541	B	0.99978	We're talking about the Bayesian graph.
4810946	4821894	542	B	0.99	And secondly, even on the graph, it's not that a node is like by its essence an internal state or a blanket state or an action state if you use the Friston blanket.
4821942	4824202	543	B	0.99996	Rather it's always in relationship to others.
4824336	4827434	544	B	0.99012	So the concept by itself does very little work.
4827552	4842702	545	B	0.99922	However, people have deployed the concept implicitly and explicitly to describe interfaces of cybernetic entities, the kinds of entities that it makes sense to describe as an active inference agent.
4842836	4861750	546	B	0.99803	So we know from the particular physics and the strange kinds work the path integrals paper that we can describe using the formalism, the rocks, the simple active systems and the sophisticated active systems.
4863610	4863926	547	A	0.99997	In.
4863948	4880250	548	B	1	Order to have an interface concept that does justice to on one hand the relatively inert interfaces, on the other hand, potentially extremely conditional or contextual interfaces.
4882830	4893882	549	B	0.99993	Just having some tagging system of nodes on a Bayes graph is going to get extremely messy.
4894026	4900398	550	B	0.99412	It's not that it couldn't be done, but just in terms of actually doing the programming, it's going to be extremely messy.
4900574	4911350	551	B	0.99782	You're going to need to have a lot of accessory or auxiliary variables that indicate what the current interface is at this time or what it would be if this happened.
4911500	4926038	552	B	1	And all these kinds of conditionalities would be like a less elegant way of describing what our category theory colleagues have been developing explicitly with the wiring diagrams and interfaces.
4926214	4935470	553	B	0.99707	So just to kind of conclude there people draw the Bayesian graphs and the particular physics is using a Bayesian graph.
4935970	4950130	554	B	0.99949	However, Bayesian graphs don't naturally have a lot of these properties that were really being conflated with interfaces more generally.
4951030	4971606	555	B	0.99	And by using an interface concept, as Toby said, at an intermediate level of abstraction, that's slightly opinionated but also really flexible, that is kind of the right coarse graining, the right optimal grasp on the interfaces that we actually want to talk about for active inference agents.
4971788	4978854	556	B	0.99	And again, just trying to get down to the firmware with the Bayesian graph, we're going to get lost in the details.
4978902	4987530	557	B	1	And any accounting system that we develop is going to be ad hoc and certainly less principled or powerful than what the category theorists are developing.
4988990	4989354	558	A	0.99	Yes.
4989392	4993840	559	D	0.68369	Dean, I'm really curious what you think of this.
4994610	5004242	560	D	0.99985	If we're talking about the relationship with the interface, could we see and I'm really asking this question.
5004296	5023242	561	D	0.75	I don't know, I'm spitballing could we see the Markov blanket as the more stabilized version or form of the relationship and see the polynomial version of that as the search version of that relationship?
5023376	5024940	562	D	0.99998	What do you guys think of that?
5031070	5044400	563	D	1	And I'm really asking, just listening to both of you talk here, I'm just wondering if I'm having one of those unitary moments myself or if I'm way out to.
5047010	5050820	564	B	0.32224	Ali, give a first thought, then I'll also give a speculative answer.
5052870	5053282	565	C	1	Yes.
5053336	5071730	566	C	0.99728	So one thing that comes to mind is, you see, sometimes people consider markup blanket as being a kind of static boundary or interface that just separates the agent from its environment.
5071810	5084650	567	C	0.99974	But actually what it really is is kind of providing really a dynamic interface between those two internal and external states.
5084720	5089150	568	C	0.99964	So it's not a static or stabilized in any way.
5089300	5100038	569	C	0.99884	But of course, in some situations we treat it as if it's stable or, I don't know, static coding.
5100154	5113400	570	C	0.98267	Maxwell Ramstead every theory of markup blanket is inherently per se, so there isn't any static conception of markup blanket at all.
5114410	5140938	571	C	0.99998	But on the other hand, well, obviously for the polynomial function, not just polynomial function, but the whole area, category theory deals with objects not in their static sense, but rather in the meaning they acquire through their relations, through their morphisms.
5141034	5170390	572	C	0.97	And it's not about so one of the main differences between category theory and the set theory is exactly hinges on that distinction between the static viewpoint of mathematical or, I don't know even non mathematical objects and the inherently dynamical or relational identity of the objects as defined in categories.
5170890	5198720	573	C	0.9999	So I believe polynomial functions again, by themselves are inherently and intrinsically dynamical, perceptual, and in the terms of some continental philosophers, such as Alan Badu, they acquire existence through their imminent relations.
5201810	5212690	574	C	0.9972	They don't need any notion of pre existence as some of the Platonic notions of mathematical objects and ideas.
5213210	5239520	575	C	0.98226	So yes, in this sense, I think polynomial functions, I'm not sure which one can be seen as, I don't know, more dynamic or processual than the other, but at least to a degree, both of those concepts can be seen as sufficiently processual, in my view.
5241170	5241774	576	B	0.99998	Awesome.
5241892	5245962	577	B	0.81611	Okay, I'll just add with a few other associative comments.
5246106	5256238	578	B	1	One is to blanket something is to dampen and stabilize it, whereas polynomial seems to invoke, like many names, polynomos, polytopos.
5256414	5263018	579	B	0.99907	So potentially there's a multiplicity in the polynomial that is not acknowledged.
5263214	5277050	580	B	0.69892	So lexically in the Markov blanket and then a more formal way to say that would be a Markov blanket might be like a specific realization of some little neighborhood within the polynomial.
5277470	5281558	581	B	0.52758	So polynomial functor is a generalization of the Markov blanket.
5281734	5288766	582	B	0.99	And so in that sense, it requires more searching and it is more abstract and it is more general.
5288948	5297200	583	B	0.99949	But when you do stabilize it down, then the Markov blanket formalism may absolutely apply.
5298930	5309540	584	B	0.99631	But wherever the Markov blanket formalism does apply, like, let's just say that we stabilize down to a computer system and we have an API and we consider that that's one of our blanket states.
5310310	5316726	585	B	0.99	That would also be seen as an interface, of course, which is happy we'll talk about it.
5316748	5319080	586	B	1	And so it would be a polynomial function.
5320250	5344270	587	B	0.98	And so this helps us look back at the literature and see, as has been done many, many times in FEP and other literatures, recent developments enable previous developments not to be invalidated, but understood as special cases or constrained or stabilized cases.
5345010	5347520	588	B	1	And it only makes sense that we would start.
5349990	5357758	589	B	0.99761	Well, putting aside what makes sense in active inference, it seems that we are taking both paths.
5357934	5373720	590	B	1	In some cases leading with the stabilized and generalizing, but in other situations making unstable generalizations that then precipitate stability inside of them.
5376010	5377930	591	D	0.89282	So more bi directionality.
5383530	5384182	592	B	0.99996	Great.
5384316	5393574	593	B	0.99996	Well, we will have a 54.3 with a focus more on action.
5393702	5398694	594	B	0.9999	Are there any other topics that you fellas would like to raise?
5398742	5402880	595	B	0.99998	Or if anyone in the chat wants to ask a question, please go for it.
5403570	5410000	596	B	0.98571	In our last bit here, let's look back to the table of contents or Ali, please go for it.
5410930	5447370	597	C	0.94	No, just I wanted to ask Toby about the relationship between his theory or compositional account of statistical inference as opposed to the category theoretical account developed about, I don't know, more than probably ten years ago by people like Bob Kirky and others specifically related to the distinction between classical and non classical Bayesian inference.
5448270	5457034	598	C	0.89206	That's been clearly distinguished in one of the papers from 2011.
5457082	5458894	599	C	1	I guess so, yeah.
