start	end	speaker	wconfidence	text
729738	730116	A	0.99193	whatever,
730218	730576	A	0.9802	alice
730608	730708	A	1.0	and
730714	731024	A	0.94234	Bob
731072	731524	A	0.99975	are
731642	732580	A	0.97084	separated
732920	733284	A	0.99893	by
733322	733524	A	0.98095	light
733562	734150	A	0.99304	years.
735000	735364	A	0.84514	Is
735402	735556	A	0.98867	it
735578	735908	A	0.99967	enough,
735994	736196	A	0.99986	if
736218	736356	A	0.72026	they
736378	736468	A	0.98403	want
736474	736644	A	0.67	to
736682	737136	A	0.96323	recreate
737168	737316	A	0.75	the
737338	737668	A	0.92435	same,
737754	738196	A	0.9908	exact
738298	738756	A	0.99288	same
738858	739700	A	0.57311	experiment
740200	740564	A	0.98957	for
740602	740956	A	0.89538	Alice
741008	741224	A	0.67	to
741262	741944	A	0.99871	send
742142	742596	A	0.99961	string
742628	742776	A	1.0	of
742798	743076	A	0.9448	zeros
743108	743256	A	1.0	and
743278	743850	A	0.89	ones?
744460	745210	A	0.99951	Well,
746460	746776	A	0.99999	if
746798	746888	A	0.99999	you
746894	747016	A	0.99592	had
747038	747176	A	0.99967	an
747198	747556	A	0.91761	experiment
747588	747688	A	0.75447	where
747694	747908	A	0.99948	that's
747924	748152	A	0.99835	enough,
748206	748568	A	0.91594	then
748654	748856	A	0.87632	you
748878	749304	A	0.63842	can
749422	749908	A	0.65003	recreate
749924	750056	A	0.60224	it
750078	750264	A	0.99999	with
750302	750724	A	0.99691	fungible
750772	751176	A	1.0	information.
751278	751544	A	0.99998	If
751582	752170	A	0.99999	not,
752540	752904	A	0.84617	then
752942	753096	A	0.99998	you
753118	753304	A	0.55121	need
753342	753592	A	1.0	to
753646	753988	A	0.99999	somehow
754004	754184	A	0.99995	send
754222	754400	A	0.99258	non
754420	754824	A	0.94065	fungible
754872	755228	A	0.99998	information,
755314	755660	A	0.99963	which
755730	756396	A	0.87186	really
756578	757096	A	0.96717	implies
757128	757512	A	0.50901	sending
757576	757756	A	0.69	a
757778	757964	A	0.99992	piece
758002	758156	A	1.0	of
758178	758860	A	0.87699	hardware.
763710	764026	B	0.96413	Can
764048	764282	B	0.86	I
764336	764940	B	0.99995	add
765390	765802	B	0.99997	another
765856	766122	B	0.99999	piece
766176	766826	B	0.94568	here
767008	767306	B	0.99964	on
767328	767466	B	1.0	the
767488	768082	B	0.83397	previous
768246	769150	B	0.98961	slide?
769570	770414	B	0.89343	So
770612	771022	B	0.99991	this
771076	771630	B	0.99987	looks
771780	772480	B	0.54705	really
772850	773530	B	0.95869	technical
773610	773854	B	1.0	and
773892	774750	B	0.98104	scientific,
775090	775406	B	0.99958	but
775428	775658	B	0.99986	let's
775674	775806	B	0.99992	think
775828	776014	B	0.99986	about
776052	776586	B	0.75257	Alice's
776618	777562	B	0.99035	laboratory.
777706	778110	B	0.99971	Is
778180	778938	B	0.93951	Alice's
779034	779562	B	0.63434	brain,
779626	780190	B	0.99924	mind
780340	780654	B	1.0	and
780692	781242	B	0.98512	Bob's
781306	782266	B	0.67274	analogously?
782378	782758	B	0.9979	Alice
782794	782994	B	0.99879	is
783032	783282	B	0.99999	thinking
783336	783554	B	0.99999	about
783592	783746	B	0.99999	what
783768	783906	B	1.0	to
783928	784450	B	0.99977	say
784600	784914	B	0.58	and
784952	785394	B	0.99893	then
785512	785794	B	0.99987	says
785832	786370	B	0.99981	it.
786520	786930	B	0.99	And
787000	787474	B	0.99954	that
787592	788066	B	1.0	information
788168	788386	B	0.99998	might
788408	788690	B	0.99998	be
788760	789278	B	0.77816	written
789374	789586	B	0.99992	in
789608	789746	B	1.0	a
789768	790094	B	0.99983	chat
790142	790402	B	0.99974	form.
790456	790626	B	0.68673	It
790648	790786	B	0.99993	might
790808	790946	B	0.99997	be
790968	791154	B	0.99996	said
791192	791662	B	0.997	verbally,
791726	791906	B	0.99936	it
791928	792018	B	0.99999	might
792024	792194	B	0.99568	be
792232	792814	B	0.99963	transmitted
792862	793182	B	0.99987	through
793256	793682	B	0.99996	digital
793746	793974	B	0.99968	or
794012	794514	B	0.99967	analog
794562	795350	B	0.9994	signal.
795770	796230	B	0.99857	But
796300	796534	B	1.0	at
796572	796774	B	1.0	some
796812	797062	B	1.0	point
797116	797346	B	0.99997	it's
797378	797574	B	0.99999	going
797612	797910	B	1.0	through
797980	798262	B	0.99998	this
798316	798850	B	0.98102	classical
798930	799586	B	0.70745	informational
799618	799986	B	0.99999	interface.
800018	800166	B	1.0	And
800188	800326	B	0.99999	then
800348	800706	B	0.99588	Bob's
800738	801506	B	0.72343	laboratory
801618	801894	B	0.99999	is
801932	802230	B	0.99709	like
802300	802866	B	0.81544	perceiving
802898	803094	B	1.0	and
803132	803666	B	0.99825	unpacking
803698	804182	B	0.99686	it.
804316	804854	B	1.0	And
804972	805254	B	1.0	the
805292	805494	B	1.0	question
805532	805782	B	1.0	of
805836	806434	B	0.98435	semantic
806482	807234	B	0.98487	alignment
807362	807654	B	0.8398	is
807692	807858	B	0.99998	such
807884	808074	B	0.99998	that
808112	808266	B	0.99999	if
808288	808742	B	0.71923	Alice
808806	809082	B	0.99999	gives
809136	809594	B	1.0	a
809712	810214	B	0.87566	shopping
810262	810474	B	1.0	list
810512	810714	B	1.0	of
810752	811002	B	1.0	ten
811056	811782	B	0.78589	items,
811926	812234	B	0.99997	if
812272	812486	B	0.9822	there's
812518	812886	B	0.99939	semantic
812918	813334	B	0.99999	alignment,
813382	813686	B	0.99996	bob
813718	813914	B	0.75219	would
813952	814058	B	0.99999	be
814064	814234	B	0.99994	able
814272	814522	B	1.0	to
814576	814794	B	1.0	go
814832	814986	B	1.0	to
815008	815146	B	1.0	the
815168	815450	B	0.99999	store
815520	815706	B	1.0	and
815728	815914	B	0.99999	then
815952	816154	B	0.99999	find
816192	816346	B	1.0	those
816368	816554	B	0.9	ten
816592	817334	B	0.84957	items.
817462	817850	B	1.0	And
817920	818106	B	0.99996	it
818128	818266	B	0.99997	made
818288	818378	B	1.0	me
818384	818506	B	0.99999	think
818528	819002	B	0.95	of
819136	819434	B	1.0	the
819472	820022	B	0.99983	dictionary
820086	821010	B	0.57665	definition
821190	821582	B	1.0	of
821636	821902	B	0.99998	left
821956	822174	B	0.77	and
822212	822558	B	0.59152	right.
822644	822846	B	0.68903	So
822868	823054	B	0.99926	this
823092	823294	B	0.99999	gets
823332	823486	B	1.0	back
823508	823646	B	0.88	to
823668	823854	B	0.91016	our
823892	824266	B	0.99998	discussion
824298	824446	B	1.0	of
824468	824654	B	1.0	whether
824692	824942	B	1.0	the
824996	825802	B	0.82063	vertex
825946	826254	B	0.99997	on
826292	826638	B	0.99999	these
826724	827226	B	0.99956	axes
827258	827454	B	0.71892	is
827492	827694	B	1.0	coming
827732	827982	B	0.99999	towards
828036	828350	B	1.0	us
828420	828654	B	0.99995	or
828692	828846	B	0.99988	away
828868	829054	B	0.99999	from
829092	829390	B	1.0	us.
829460	829646	B	0.99993	So
829668	829758	B	1.0	I
829764	829934	B	0.99999	looked
829972	830318	B	0.99997	up
830404	830558	B	1.0	the
830564	831034	B	0.99983	dictionary
831082	831514	B	1.0	definition
831562	831774	B	1.0	of
831812	832400	B	0.99996	left
833330	833946	B	0.99995	on
834068	834498	B	0.99917	towards
834584	834882	B	0.66664	or
834936	835406	B	0.51914	relating
835518	835746	B	1.0	to
835768	835906	B	1.0	the
835928	836114	B	0.99992	side
836152	836258	B	1.0	of
836264	836338	B	1.0	a
836344	836562	B	0.9947	human
836616	836930	B	0.99999	body
837000	837186	B	0.99999	or
837208	837298	B	1.0	of
837304	837426	B	0.86	a
837448	837874	B	1.0	thing
837992	838274	B	1.0	that
838312	838466	B	0.99999	is
838488	838626	B	1.0	to
838648	838786	B	1.0	the
838808	839182	B	0.99998	west
839246	839426	B	0.99999	when
839448	839634	B	1.0	the
839672	839970	B	1.0	person
840040	840274	B	0.99992	or
840312	840514	B	1.0	that
840552	840754	B	0.99999	thing
840792	840946	B	1.0	is
840968	841374	B	1.0	facing
841422	842158	B	0.99992	north.
842334	842626	B	0.99837	So
842648	842990	B	0.72961	that's,
843070	843266	B	1.0	I
843288	843522	B	0.99889	guess,
843576	843842	B	0.94	one
843896	844430	B	0.99929	attempt
844510	844754	B	1.0	to
844792	845262	B	0.95581	anchor
845326	845506	B	1.0	what
845528	845678	B	0.99997	it
845704	845942	B	0.99999	means
845996	846118	B	1.0	to
846124	846294	B	1.0	be
846332	846630	B	1.0	left.
846700	846886	B	1.0	The
846908	847142	B	1.0	second
847196	847634	B	0.99999	definition
847682	847990	B	0.99999	is
848060	848294	B	1.0	the
848332	848534	B	0.99996	left
848572	848774	B	0.99994	hand
848812	849158	B	0.70789	part
849244	849542	B	0.99588	side
849596	849766	B	0.99953	or
849788	850194	B	0.99991	direction.
850242	850406	B	1.0	And
850428	850566	B	0.99994	you
850588	850726	B	0.99935	could
850748	851074	B	0.98057	imagine
851122	851346	B	0.99919	there's
851378	851478	B	0.99999	an
851484	851986	B	0.99989	analogous
852018	852434	B	0.99999	definition
852482	852694	B	1.0	for
852732	853270	B	0.99989	right.
853420	853686	B	1.0	The
853708	853894	B	1.0	point
853932	854422	B	1.0	is
854556	854854	B	1.0	you
854892	855358	B	0.64796	can't
855474	856230	B	0.57374	describe
856390	857370	B	0.99446	verbally
858030	858790	B	0.99838	leftness
858870	859162	B	0.82	and
859216	860038	B	0.65056	rightness
860214	860602	B	0.99967	or
860656	861350	B	0.69698	chirality
861430	861626	B	0.99997	in
861648	862220	B	0.99995	general
863070	863530	B	0.99995	because
863600	863882	B	0.96319	its
863936	864422	B	0.65061	reference
864486	864762	B	0.92654	is
864816	864986	B	0.99614	an
865008	865798	B	0.99913	embodied
865894	866890	B	0.99285	perspective.
867390	867754	B	0.99	And
867792	868150	B	0.70067	so
868240	868494	B	0.99212	if
868532	868922	B	0.93796	Alice
868986	869262	B	0.99999	said,
869316	869534	B	0.64526	okay,
869572	869818	B	0.53827	you're
869834	869918	B	0.8508	going
869924	869998	B	1.0	to
870004	870174	B	0.93956	go
870212	870414	B	0.99996	down
870452	870606	B	1.0	the
870628	870906	B	0.99959	street
870938	871086	B	1.0	and
871108	871294	B	0.99994	then
871332	871534	B	0.99999	turn
871572	871774	B	1.0	left
871812	871966	B	1.0	at
871988	872078	B	1.0	the
872084	872302	B	0.99961	stop
872356	872960	B	0.99996	sign,
874130	874542	B	0.99981	how
874596	875006	B	0.99999	would
875108	875754	B	0.9358	Alice
875882	876474	B	0.71958	communicate
876522	876734	B	1.0	to
876772	877470	B	0.67448	Bob
878130	878590	B	0.99998	what
878660	879386	B	0.97539	leftness
879498	880262	B	0.41937	meant
880426	880706	B	0.99	at
880728	880914	B	0.99999	that
880952	881202	B	0.99988	stop
881256	881570	B	0.99136	sign
881640	882062	B	0.56924	versus
882126	883010	B	0.54416	rightness?
884470	884834	B	1.0	And
884872	885166	B	0.72345	that's
885198	885490	B	0.76264	this
885560	885890	B	0.99998	question
885960	886242	B	0.56	of
886296	887250	B	0.99996	flipping.
887670	888034	B	1.0	And
888072	888226	B	1.0	the
888248	888434	B	1.0	way
888472	888626	B	0.99999	that
888648	888786	B	1.0	the
888808	889134	B	0.94705	quantum
889182	889822	B	0.99982	formalism
889886	890462	B	0.42291	accommodates
890526	891042	B	1.0	that
891176	891474	B	0.99994	is
891512	891714	B	0.97566	through
891752	891906	B	1.0	the
891928	892254	B	0.74998	WIC
892302	893114	B	0.97965	rotation
893262	893574	B	0.99	and
893612	893766	B	1.0	the
893788	894194	B	0.92203	quantum
894242	894802	B	0.99123	cognitive
894866	895526	B	0.99999	event
895708	896102	B	1.0	where
896156	896422	B	1.0	the
896476	897350	B	0.86469	fungible
898090	899106	B	0.97873	transmittable
899218	900242	B	0.68279	holographic
900306	900920	B	0.99999	information
901610	902070	B	1.0	gets
902140	902754	B	0.99947	rotated
902802	903014	B	1.0	into
903052	903254	B	1.0	the
903292	903922	B	0.99826	imaginary
903986	904870	B	0.9179	axis
905470	905978	B	0.99472	with
906064	906266	B	1.0	the
906288	907046	B	0.99829	formalisms
907078	907226	B	0.9996	that
907248	907574	B	0.99989	enable
907622	907930	B	0.99984	it
908000	908330	B	1.0	to
908400	908634	B	0.99999	be
908672	909126	B	0.99901	rotated
909158	909306	B	1.0	at
909328	909658	B	0.99981	all.
909744	909946	B	0.99982	But
909968	910106	B	0.99994	that
910128	910314	B	1.0	means
910352	910458	B	0.99998	you
910464	910634	B	0.99641	could
910672	910998	B	0.99976	rotate
911014	911146	B	0.9997	it
911168	911498	B	0.99121	left
911584	911974	B	0.99853	quote
912022	912282	B	0.99966	or
912336	912678	B	0.99972	rotate
912694	912874	B	0.99857	it
912912	913500	B	0.99751	right.
915790	916154	A	0.99736	Yeah,
916192	916298	A	1.0	I
916304	916860	A	0.99662	think
918370	918778	A	0.9659	that's
918794	918878	A	0.96	a
918884	919006	A	0.98765	very
919028	919214	A	0.99978	good
919252	919962	A	0.98711	explanation.
920106	920366	A	1.0	I
920388	920526	A	0.58319	don't
920548	920782	A	0.99882	know
920836	921006	A	0.77094	if
921028	921166	A	1.0	I
921188	921326	A	0.99435	have
921348	921486	A	0.99987	much
921508	921646	A	1.0	to
921668	921854	A	0.80157	add.
921892	922234	A	0.80869	Dean
922282	922446	A	0.9782	you
922468	922654	A	0.9802	wanted
922692	922846	A	1.0	to
922868	923440	A	0.98978	say.
927490	928074	C	0.71541	Can'T.
928122	928286	C	1.0	I
928308	928446	C	0.63881	don't
928468	928654	C	0.99994	know
928692	928846	C	1.0	the
928868	929102	C	0.99996	answer
929156	929374	C	0.59	to
929412	929710	C	0.99943	this,
929780	930206	C	0.99374	but
930308	930586	C	1.0	to
930628	930786	C	0.99809	take
930808	930946	C	0.99987	what
930968	931326	C	0.98018	Daniel
931358	931554	C	0.88788	just
931592	931794	C	0.99994	said,
931832	931986	C	1.0	to
932008	932194	C	0.99994	take
932232	932434	C	1.0	the
932472	933330	C	0.99994	basic
933830	934542	C	0.9994	concept
934606	934930	C	1.0	of
935000	935330	C	0.99996	being
935400	935682	C	1.0	able
935736	936340	C	1.0	to
937190	937698	C	0.99966	take
937784	938178	C	0.99994	something
938264	938994	C	0.98611	that,
939192	939506	C	0.99981	for
939528	939714	C	0.99977	all
939752	940142	C	0.99698	intents
940206	940434	C	0.82	and
940472	940974	C	0.99973	purposes,
941022	941234	C	0.99933	can
941272	941758	C	0.99991	appear
941854	942114	C	1.0	one
942152	942354	C	1.0	way
942392	942594	C	1.0	or
942632	943220	C	0.99988	another
943770	944086	C	0.98	and
944108	944342	C	0.99977	then
944396	944662	C	0.99994	turn
944716	944934	C	1.0	that
944972	945270	C	0.99994	into
945340	945622	C	0.9954	how
945676	946002	C	0.99691	Chris
946066	946738	C	0.88347	closed
946834	947046	C	1.0	the
947068	947302	C	0.99976	last
947356	947714	C	0.99989	lecture
947762	948360	C	0.87674	with
949530	949846	C	0.51198	we
949868	950102	C	0.54586	are
950156	950422	C	0.99997	seeing
950476	950850	C	0.87165	ourselves
950930	951174	C	0.99912	as
951212	951846	C	0.99994	both
952028	952374	C	0.99999	being
952412	953350	C	0.99964	entangled
954010	954422	C	1.0	and
954476	955080	C	0.99985	also
955950	956554	C	0.99997	being
956672	957830	C	0.68999	separatable.
957990	958314	C	1.0	How
958352	958506	C	0.99959	did
958528	958714	C	1.0	we
958752	959098	C	0.99998	go
959184	959670	C	0.89066	literally
959750	960380	C	0.99999	from
961070	961482	C	0.95	a
961536	961802	C	1.0	three
961856	962630	C	0.56397	dimension
962710	963590	C	0.79012	vertex
963750	964362	C	0.79	to
964496	964886	C	0.53113	we're
964918	965114	C	1.0	both
965152	965894	C	0.99927	entangled
966022	966650	C	0.6	and
966800	967778	C	0.50946	we're
967974	968382	C	0.99691	not
968436	968702	C	0.99999	living
968756	968926	C	0.99999	in
968948	969086	C	1.0	a
969108	969834	C	0.91628	paradox.
969962	970426	C	0.50272	That's
970458	970654	C	0.9998	just
970692	970846	C	1.0	the
970868	971006	C	1.0	way
971028	971214	C	0.69865	it
971252	971742	C	0.99996	is.
971876	972266	C	0.99293	We're
972298	972880	C	0.99976	also
974450	975034	C	0.99997	removing
975082	975402	C	0.90168	ourselves
975466	975694	C	0.99248	or
975732	976202	C	0.68408	separating
976266	976842	C	0.98952	ourselves
976986	977246	C	1.0	at
977268	977406	C	1.0	the
977428	977662	C	1.0	same
977716	978174	C	1.0	time.
978292	978618	C	0.99998	That's
978634	978814	C	0.59844	what
978852	979006	C	1.0	I
979028	979166	C	0.99999	would
979188	979374	C	0.99997	like
979412	979518	C	1.0	to
979524	979742	C	0.75088	know,
979796	980400	C	0.99997	because
981190	981742	C	0.98264	somewhere
981806	982420	C	1.0	between
982950	983602	C	1.0	three
983736	984462	C	0.57104	arbitrary
984526	985022	C	0.65502	lines
985086	985746	C	0.51	and
985928	986798	C	0.72491	complexity
986894	987154	C	0.99337	is
987192	987442	C	0.58871	not
987496	987618	C	1.0	a
987624	988530	C	0.9216	paradox.
988870	989330	C	0.99999	Something
989400	989634	C	0.52479	has
989672	989778	C	1.0	to
989784	990146	C	0.99992	be
990248	990610	C	0.99999	happening,
990680	990866	C	1.0	and
990888	991026	C	0.95769	I'm
991048	991186	C	0.99999	not
991208	991538	C	0.99998	exactly
991624	992114	C	1.0	sure
992232	992514	C	1.0	how
992552	992802	C	0.99996	that
992856	993546	C	0.91488	transition
993678	994146	C	0.71235	plays
994178	994760	C	1.0	out.
999120	999580	C	0.99997	Anybody
999650	999836	C	0.95481	want
999858	1000092	C	0.98	to
1000146	1000616	C	0.79364	enlighten
1000648	1001230	C	0.99996	me?
1001840	1002156	A	0.99914	Can
1002178	1002412	A	0.99999	you
1002466	1002808	A	0.75906	repeat
1002824	1003004	A	0.59517	your
1003042	1003628	A	0.99746	question,
1003794	1004172	A	0.99937	please?
1004226	1004732	C	0.98776	Well,
1004866	1005116	C	0.99998	how
1005138	1005276	C	0.99997	do
1005298	1005484	C	0.99998	we
1005522	1006110	C	0.99702	go
1007120	1007484	C	1.0	at
1007522	1007928	C	1.0	this
1008034	1008304	C	0.55	point
1008342	1008496	C	1.0	of
1008518	1008656	C	0.96	the
1008678	1009132	C	0.99988	reference
1009196	1009920	C	0.96059	frame
1010580	1011276	C	0.81823	description
1011308	1011504	C	1.0	of
1011542	1012130	C	0.99977	saying,
1013540	1013856	C	0.99995	you
1013878	1014300	C	0.79664	can't
1014380	1014844	C	0.99973	copy
1014892	1015248	C	1.0	it,
1015334	1015536	C	0.99999	all
1015558	1015696	C	0.99974	you
1015718	1015856	C	0.99993	can
1015878	1015968	C	1.0	do
1015974	1016144	C	0.89588	is
1016182	1016480	C	0.73157	pass
1016550	1017170	C	0.99938	it?
1018740	1019392	C	1.0	Because
1019526	1020016	C	0.99826	we
1020118	1020732	C	1.0	think
1020886	1021252	C	0.99903	things
1021306	1021476	C	0.99466	could
1021498	1021636	C	0.99998	be
1021658	1022208	C	0.9996	flipped
1022304	1022612	C	0.99999	based
1022666	1023270	C	0.99999	on
1024280	1024816	C	0.9993	internal
1024848	1025216	C	0.99987	reference
1025248	1025584	C	0.99904	frames,
1025632	1026096	C	0.99955	internal
1026128	1026464	C	0.99799	meanings
1026512	1026820	C	0.76	and
1026890	1027296	C	0.80606	internal
1027328	1028180	C	0.99471	models.
1028520	1028836	C	1.0	The
1028858	1029044	C	0.95465	thing
1029082	1029236	C	0.99992	we
1029258	1029444	C	0.99982	choose
1029482	1029636	C	0.99977	for
1029658	1030064	C	0.90868	context.
1030112	1030448	C	0.93681	Yada
1030464	1030688	C	0.98048	yada
1030704	1030976	C	0.38105	yada
1031008	1031616	C	0.9902	yada
1031728	1032052	C	0.99973	goes
1032106	1032276	C	0.99999	all
1032298	1032388	C	1.0	the
1032394	1032564	C	0.99714	way
1032602	1032804	C	0.99983	out
1032842	1033152	C	1.0	to
1033226	1033416	C	0.93	the
1033438	1034280	C	0.83608	conclusion
1034780	1035144	C	1.0	of
1035182	1035960	C	0.69329	Chris's
1037500	1038212	C	0.99911	conversation
1038276	1038504	C	0.99999	with
1038542	1039080	C	1.0	us
1039230	1039592	C	0.99648	in
1039646	1039912	C	0.99994	number
1039966	1040568	C	1.0	three,
1040734	1041064	C	0.99937	where
1041102	1041256	C	0.99982	he
1041278	1041850	C	0.98298	said,
1042540	1042952	C	0.99997	bottom
1043006	1043272	C	0.9999	line
1043326	1043688	C	0.69452	is
1043774	1044024	C	0.78699	that
1044062	1044276	C	0.99976	it's
1044308	1044504	C	0.99998	not
1044542	1044648	C	1.0	a
1044654	1045560	C	0.81156	paradox
1045920	1046332	C	0.99946	that
1046386	1046748	C	0.99996	as
1046834	1047084	C	1.0	things
1047122	1047372	C	0.99783	become
1047426	1047596	C	0.99999	more
1047618	1047756	C	1.0	and
1047778	1048012	C	0.99999	more
1048066	1048860	C	0.99948	complex,
1049600	1050350	C	0.98188	then
1053920	1054284	C	0.99994	it
1054322	1054524	C	0.99999	wants
1054562	1054668	C	1.0	to
1054674	1054796	C	1.0	get
1054818	1054956	C	1.0	to
1054978	1055068	C	1.0	a
1055074	1055244	C	0.99999	place
1055282	1055436	C	1.0	of
1055458	1056216	C	0.99994	entanglement,
1056328	1057368	C	0.99996	alignment,
1057544	1057836	C	1.0	a
1057858	1058152	C	0.99999	sense
1058226	1058704	C	1.0	of
1058822	1059740	C	0.9996	agreement,
1059900	1060224	C	1.0	and
1060262	1060416	C	1.0	at
1060438	1060576	C	1.0	the
1060598	1060832	C	1.0	same
1060886	1061248	C	1.0	time
1061334	1061632	C	0.54719	wants
1061686	1061856	C	1.0	to
1061878	1062204	C	0.99108	remain
1062252	1062908	C	0.94075	separate.
1063004	1063264	C	0.99997	So
1063302	1063648	C	0.99999	between
1063734	1064032	C	1.0	those
1064086	1064640	C	1.0	two
1064790	1065490	C	0.99996	things,
1066100	1066416	C	0.65	a
1066438	1066672	C	0.8548	whole
1066726	1066992	C	1.0	lot
1067046	1067264	C	0.99988	has
1067302	1067890	C	0.99953	happened.
1068900	1069216	C	0.97	And
1069238	1069376	C	1.0	I
1069398	1069488	C	0.99948	don't
1069494	1069616	C	1.0	think
1069638	1069836	C	0.99938	we've
1069868	1070236	C	0.99999	skipped
1070268	1070464	C	1.0	over
1070502	1071004	C	1.0	it,
1071142	1071396	C	0.99176	but
1071418	1071604	C	0.99993	we
1071642	1071940	C	0.99996	certainly
1072010	1072740	C	0.9964	haven't
1073240	1073728	C	0.99987	opened
1073744	1073876	C	0.99994	it
1073898	1074036	C	0.99996	up
1074058	1074244	C	1.0	and
1074282	1074532	C	0.99998	really
1074586	1074804	C	0.99997	looked
1074842	1075044	C	0.98	at
1075082	1075620	C	0.99992	it
1075770	1076384	C	0.99996	closely.
1076432	1076596	C	1.0	And
1076618	1076816	C	0.97082	I'm
1076848	1076996	C	0.99995	just
1077018	1077632	C	0.99391	curious
1077776	1078224	C	0.99983	what's
1078272	1078484	C	0.99998	in
1078522	1078820	C	0.99987	between
1078890	1079172	C	0.99999	those
1079226	1079684	C	1.0	two
1079802	1080820	C	0.97919	scales.
1081160	1081524	A	0.97	I
1081562	1081812	A	0.99938	agree.
1081866	1082036	A	0.99	I
1082058	1082630	A	0.9993	think
1083160	1083536	A	0.68786	we're
1083568	1083668	A	0.97159	going
1083674	1083892	A	0.97	to
1083946	1084308	A	0.99986	cover
1084394	1084740	A	0.99998	that
1084810	1085140	A	0.82812	towards
1085210	1085348	A	1.0	the
1085354	1085488	A	0.99989	end
1085514	1085848	A	0.76	of
1085934	1086136	A	1.0	the
1086158	1086730	A	0.98119	talk,
1087260	1087672	A	0.99758	but
1087726	1087896	A	0.97	I
1087918	1088536	A	0.7444	agree.
1088718	1088968	A	1.0	I
1088974	1089348	A	0.97257	don't
1089444	1089656	A	0.99992	know
1089678	1089816	A	0.536	how
1089838	1089976	A	0.60364	you
1089998	1090136	A	0.99903	see
1090158	1090344	A	0.99927	this
1090382	1090692	A	0.97364	related
1090756	1091032	A	1.0	to
1091086	1092068	A	0.96294	QRS
1092244	1092632	A	0.99994	or
1092686	1092856	A	0.96	the
1092878	1093064	A	0.99948	stuff
1093102	1093208	A	0.9996	we
1093214	1093384	A	0.74772	just
1093422	1093624	A	0.99989	talked
1093662	1094104	A	0.99604	about,
1094222	1094456	A	0.98907	but
1094478	1094616	A	1.0	I
1094638	1094728	A	1.0	think
1094734	1094868	A	0.94694	it's
1094884	1095016	A	0.55	the
1095038	1095224	A	0.99995	big
1095262	1095764	A	0.99983	question
1095902	1096108	A	0.98764	in
1096114	1096284	A	0.99996	this
1096322	1096664	A	0.99937	lecture,
1096712	1096972	A	0.99372	right,
1097026	1097196	A	0.69536	that
1097218	1097404	A	0.99885	was
1097442	1097836	A	0.99833	like,
1097938	1098156	A	0.96805	where
1098178	1098364	A	0.80776	does
1098402	1098556	A	0.98841	this
1098578	1098952	A	0.99288	tension
1099016	1099630	A	0.99999	between
1100800	1101464	A	0.91687	increasing
1101512	1102200	A	0.78685	complexity
1102280	1102910	A	1.0	and
1104480	1104936	A	0.99995	wanting
1104968	1105116	A	1.0	to
1105138	1105800	A	0.86897	predict
1105960	1106236	A	0.99989	what
1106258	1106396	A	0.73	the
1106418	1106776	A	0.99999	environment
1106808	1106956	A	1.0	is
1106978	1107356	A	0.99973	doing?
1107458	1107724	A	1.0	One
1107762	1108700	A	0.55637	requires
1109060	1109804	A	0.99553	entanglement
1109852	1109968	A	0.93	and
1109974	1110096	A	0.99	the
1110118	1110256	A	0.99778	other
1110278	1110416	A	1.0	one
1110438	1110796	A	0.96673	requires
1110828	1111420	A	0.97256	separability,
1111500	1111696	A	1.0	at
1111718	1111952	A	0.99878	least
1112006	1112572	A	0.9954	colloquially
1112636	1113250	A	0.9996	speaking,
1114340	1114656	A	1.0	I
1114678	1114864	A	0.99963	think
1114902	1115104	A	0.99927	this
1115142	1115920	A	0.7116	tension
1116500	1117250	A	0.97926	is
1118660	1119264	A	0.99987	basically
1119382	1119616	A	0.99869	what
1119638	1119824	A	1.0	the
1119862	1120016	A	0.99947	free
1120038	1120272	A	0.99993	energy
1120326	1120732	A	0.51522	principle
1120796	1120976	A	0.99992	comes
1120998	1121136	A	0.99962	down
1121158	1121296	A	0.99	to.
1121318	1121456	A	0.99412	Right.
1121478	1121804	A	0.59094	Daniel,
1121852	1121968	A	0.86457	what
1121974	1122048	A	0.65413	do
1122054	1122176	A	0.9943	you
1122198	1122770	A	0.98777	think?
1123300	1123616	A	0.99173	You
1123638	1124028	A	0.70264	have
1124134	1124356	A	0.51	the
1124378	1124564	A	0.99646	free
1124602	1124900	A	0.99994	energy
1124970	1125156	A	1.0	and
1125178	1125268	A	0.99979	you
1125274	1125492	A	0.9986	have
1125546	1125716	A	1.0	the
1125738	1125876	A	0.97	E
1125898	1126304	A	0.93	minus
1126352	1127060	A	0.92887	TS.
1127560	1127924	A	1.0	One
1127962	1128116	A	0.99984	is
1128138	1128496	A	0.99646	prediction
1128528	1128864	A	0.98744	error.
1128912	1129028	A	0.98	I
1129034	1129396	A	0.83591	mean,
1129498	1129764	A	0.99988	not
1129802	1130052	A	0.99995	exactly
1130106	1130228	A	0.96	E
1130234	1130496	A	0.86	minus
1130528	1130816	A	0.69328	TS.
1130848	1130996	A	0.99087	Right?
1131018	1131156	A	0.99919	That
1131178	1131316	A	0.99845	would
1131338	1131476	A	0.99516	be
1131498	1132224	A	0.50278	thermodynamics
1132272	1132580	A	0.99331	but
1132650	1132836	A	0.99904	you
1132858	1132996	A	0.99949	know
1133018	1133108	A	0.97795	what
1133114	1133236	A	0.62	I
1133258	1133456	A	0.99862	mean.
1133498	1133704	A	0.93	One
1133742	1134280	A	0.99863	is
1134430	1134964	A	0.75447	prediction
1135012	1135364	A	0.9989	error
