start	end	speaker	wconfidence	text
860220	860632	A	0.9998	It
860686	860964	A	0.94118	can't
861012	861560	A	0.99926	be
861710	862072	A	0.81384	as
862126	862564	A	0.99977	efficient
862612	862776	A	1.0	as
862798	863028	A	0.9625	we're
863044	863476	A	0.99463	assuming
863508	863608	A	0.99999	it
863614	863736	A	0.98	to
863758	864330	A	0.81516	be,
865900	866744	A	0.50989	but
866942	867588	A	0.97465	it's
867684	867992	A	1.0	pretty
868046	868840	A	0.6061	efficient.
869180	870024	A	0.99969	So
870222	870584	A	0.99999	this
870622	870932	A	0.99899	number
871006	871544	A	0.48123	Planck's
871592	872120	A	0.99995	constant
872200	872780	A	0.71066	is
872930	873244	A	1.0	and
873282	873484	A	0.99999	this
873522	873772	A	0.9895	idea
873826	873996	A	1.0	of
874018	874108	A	1.0	a
874114	874504	A	0.50687	minimum
874552	875128	A	0.68477	action
875224	875484	A	0.99997	is
875522	875772	A	0.57281	not
875826	876092	A	0.99998	something
876146	876316	A	1.0	we
876338	876524	A	0.99999	just
876562	876856	A	0.99954	pulled
876888	876988	A	1.0	out
876994	877116	A	1.0	of
877138	877276	A	1.0	the
877298	877868	A	0.9999	air.
878034	878456	A	0.98024	It's
878488	878732	A	1.0	something
878786	878956	A	1.0	that
878978	879164	A	0.99	one
879202	879404	A	0.76497	can
879442	880216	A	0.44115	observe.
880328	880652	A	1.0	When
880706	881064	A	0.55616	you're
881112	881372	A	1.0	looking
881426	881752	A	1.0	at
881826	882112	A	0.99987	what
882166	882576	A	1.0	real
882678	883532	A	0.61412	biological
883596	884076	A	0.99979	systems
884108	884304	A	0.99821	in
884342	884784	A	1.0	particular
884902	885376	A	0.99999	do
885478	885744	A	1.0	and
885782	886368	A	0.99997	other
886534	887132	A	0.94338	physical
887196	887644	A	0.90045	systems
887692	888290	A	0.9999	do.
889860	890224	A	0.99961	So
890262	890524	A	0.7107	let's
890572	890736	A	0.99999	think
890758	891376	A	0.99888	about
891558	891904	A	1.0	the
891942	892288	A	1.0	second
892374	893212	A	0.99643	component
893356	894000	A	0.7	of
894150	894850	A	0.98016	this
895700	896208	A	0.99978	project
896294	896508	A	1.0	of
896534	896820	A	0.99999	asking
896890	897076	A	0.69	a
897098	897380	A	0.99997	question.
897450	897636	A	0.96	And
897658	897984	A	0.64508	that's
898032	898244	A	1.0	the
898282	898580	A	0.99791	thing
898650	898836	A	1.0	to
898858	899140	A	0.95191	be
899210	899830	A	0.99989	asked.
900840	901204	A	0.72	And
901242	901396	A	1.0	we
901418	901556	A	0.99989	want
901578	901764	A	1.0	to
901802	902004	A	1.0	ask
902042	902196	A	1.0	a
902218	902452	A	0.99999	very
902506	902868	A	0.99999	simple
902954	903348	A	0.9997	question.
903434	903636	A	0.99938	We
903658	903796	A	0.99864	want
903818	904196	A	1.0	to
904298	904564	A	0.99867	have
904602	904708	A	1.0	a
904714	905056	A	0.98038	theory
905088	905236	A	1.0	of
905258	905540	A	0.9985	asking
905610	905844	A	0.99944	very
905882	906180	A	0.99939	simple
906250	906870	A	0.99999	questions.
907340	907944	A	0.99294	So
908062	908580	A	0.97744	let's
908660	909668	A	0.98702	define
909844	910232	A	1.0	the
910286	911124	A	0.59855	simplest
911252	911592	A	0.99854	thing
911646	911816	A	1.0	that
911838	911976	A	0.99998	we
911998	912184	A	0.99997	can
912222	912810	A	0.99976	ask
913340	913656	A	1.0	a
913678	914212	A	0.93334	binary
914276	914600	A	0.99994	question
914670	915290	A	0.81	to.
915660	916024	A	1.0	And
916062	916276	A	0.99865	let's
916308	916552	A	0.99949	say
916606	916824	A	0.99992	this
916862	917064	A	0.99999	is
917102	917304	A	1.0	the
917342	917544	A	0.99998	thing
917582	917736	A	1.0	that
917758	917896	A	1.0	we
917918	918152	A	0.99999	can
918206	918520	A	0.99999	ask
918590	918776	A	1.0	a
918798	919264	A	0.99971	binary
919332	919660	A	0.99099	question
919730	920108	A	1.0	of
920194	920684	A	0.52196	using
920802	921180	A	0.99999	just
921250	921532	A	0.99997	this
921586	922104	A	0.99617	minimum
922152	922680	A	0.83301	action
922760	923484	A	0.83	h.
923682	924044	A	0.99859	So
924082	924248	A	0.99792	we're
924264	924348	A	0.99369	going
924354	924476	A	1.0	to
924498	924684	A	0.99996	ask
924722	924924	A	0.6576	for
924962	925164	A	1.0	the
925202	925624	A	0.99759	minimal
925672	926316	A	0.74584	thing
926498	926844	A	0.99995	that
926882	927144	A	0.9703	it's
927192	927596	A	0.99999	possible
927698	928232	A	0.99999	physically
928296	928524	A	1.0	to
928562	928812	A	0.99776	ask
928866	929036	A	1.0	a
929058	929340	A	0.99998	question
929410	930030	A	1.0	of.
930560	930972	A	0.79	And
931026	931244	A	0.99998	this
931282	931484	A	0.99999	thing
931522	931724	A	0.99993	needs
931762	931916	A	1.0	a
931938	932172	A	0.99998	name,
932226	932444	A	1.0	so
932482	932708	A	0.9994	let's
932744	932896	A	0.99994	call
932918	933056	A	0.81667	it
933078	933216	A	0.62	a
933238	934160	A	0.7408	qubit.
934740	935104	A	1.0	And
935142	935296	A	0.99999	that
935318	935552	A	0.94234	word
935606	935776	A	0.99998	is
935798	936080	A	1.0	a
936150	936716	A	0.95758	contraction
936748	936992	A	0.75	of
937046	937532	A	0.98935	Quantum
937596	938210	A	0.99956	bit.
939300	939616	A	1.0	And
939638	939776	A	0.99968	we
939798	939936	A	0.99298	can
939958	940144	A	0.7401	draw
940182	940336	A	0.81668	it
940358	940544	A	0.99759	like
940582	940832	A	0.99999	this.
940886	941056	A	1.0	A
941078	941264	A	0.99999	little
941302	941676	A	0.49638	sphere
941708	941856	A	0.99999	with
941878	942016	A	0.99999	an
942038	942364	A	0.99995	arrow
942412	942624	A	0.99967	through
942662	943104	A	0.99999	it.
943222	943596	A	0.99942	That's
943628	943824	A	0.99998	called
943862	944016	A	0.56	a
944038	944456	A	0.92856	block
944508	945380	A	0.83835	sphere.
946040	946452	A	1.0	And
946506	946676	A	0.99999	we
946698	946884	A	0.87862	use
946922	947076	A	0.84	a
947098	947504	A	0.80164	symbol.
947552	948244	A	0.96	Q.
948442	948804	A	1.0	And
948842	949428	A	0.98006	that
949594	950240	A	0.99142	notation
950320	950564	A	0.99994	with
950602	950804	A	1.0	the
950842	951188	A	1.0	bar
951274	951476	A	0.97	and
951498	951684	A	1.0	the
951722	952096	A	0.9996	angle
952128	952980	A	0.99756	bracket
955000	955412	A	0.68125	is
955466	955828	A	0.9837	called
955914	956308	A	0.86	a
956394	956800	A	0.99849	bra
956890	957556	A	0.67944	notation.
957668	957896	A	1.0	And
957918	958152	A	0.99763	it
958206	958852	A	0.9912	originates
958916	959240	A	0.81588	with
959310	960228	A	0.54582	Durac.
960404	960696	A	0.99966	So
960718	961380	A	0.50453	it's
961540	961864	A	0.99	a
961902	962420	A	0.99998	traditional
962500	962744	A	1.0	way
962782	963370	A	0.84	of
963980	964532	A	0.99991	writing
964596	964964	A	0.72244	inner
965012	965512	A	0.93627	products,
965646	966040	A	0.99966	actually,
966110	966296	A	0.98997	in
966318	966724	A	0.94456	quantum
966772	967480	A	0.99992	theory
970480	970796	A	0.99	to
970818	971176	A	0.98109	indicate
971208	971404	A	0.99	the
971442	971644	A	0.99988	state
971682	971788	A	1.0	of
971794	972350	A	0.73	Q.
973360	974110	A	0.74539	So
975440	975852	A	0.93007	this
975906	976124	A	0.99999	thing
976162	976412	A	0.96193	called
976466	976588	A	0.99	a
976594	977420	A	0.99828	qubit
977920	978332	A	0.99999	only
978386	978936	A	0.78209	responds
978968	979164	A	1.0	to
979202	979800	A	0.96398	binary
979880	980556	A	0.99996	questions.
980738	981084	A	0.86159	So
981122	981372	A	0.89309	it
981426	981784	A	0.99901	clearly
981832	982044	A	0.99996	can
982082	982440	A	0.99998	have
982530	982928	A	0.76666	only
983014	983312	A	1.0	two
983366	983776	A	1.0	states.
983878	984144	A	0.97	The
984182	984432	A	0.99993	state
984486	984704	A	0.99999	that
984742	985164	A	0.99915	answers
985212	985472	A	0.99999	yes
985526	985696	A	1.0	and
985718	985856	A	1.0	the
985878	986064	A	0.99943	state
986102	986304	A	0.96379	that
986342	986764	A	0.80117	answers
986812	987410	A	0.57981	no.
987860	988368	A	1.0	And
988454	989440	A	0.68618	conventionally.
989780	990144	A	0.99998	We
990182	990432	A	0.99998	draw
990486	990704	A	1.0	the
990742	991084	A	0.99656	arrow
991132	991440	A	0.99961	going
991510	991936	A	1.0	up
992038	992352	A	0.98744	if
992406	992576	A	1.0	the
992598	992832	A	0.99991	answer
992886	993104	A	0.99999	is
993142	993344	A	0.99999	yes.
993382	993584	A	0.71	And
993622	993776	A	1.0	the
993798	994136	A	0.99969	arrow
994188	994452	A	0.95262	going
994506	994724	A	0.99999	down
994762	994916	A	0.55353	if
994938	995076	A	1.0	the
995098	995332	A	0.9896	answer
995386	995652	A	0.99513	is
995706	996308	A	0.99997	no.
996474	996804	A	1.0	And
996842	997044	A	0.99993	so
997082	997284	A	0.99998	those
997322	997476	A	0.99997	are
997498	997684	A	1.0	the
997722	997972	A	1.0	two
998026	998388	A	0.62	states
998474	998724	A	0.74183	that
998762	998916	A	1.0	the
998938	999376	A	0.56852	qubit
999408	999604	A	0.99992	can
999642	999844	A	1.0	be
999882	1000564	A	0.99862	in
1000762	1001124	A	0.99987	when
1001162	1001856	A	0.6612	it's
1002048	1002624	A	0.76374	answered
1002672	1002788	A	1.0	a
1002794	1003350	A	0.99986	question.
1004520	1004884	A	0.69605	So
1004922	1005172	A	0.99235	now
1005226	1005552	A	0.99759	let's
1005616	1006230	A	1.0	draw
1006860	1007176	A	0.99	a
1007198	1007652	A	0.78182	picture
1007716	1007944	A	0.99976	for
1007982	1008232	A	1.0	the
1008286	1008504	A	0.99852	act
1008542	1008840	A	0.7	of
1008910	1009288	A	0.99999	asking
1009374	1009576	A	1.0	a
1009598	1009880	A	0.89026	question
1009950	1010136	A	1.0	of
1010158	1010632	A	0.85	q
1010766	1011016	A	0.90867	in
1011038	1011176	A	0.73	the
1011198	1011480	A	0.74493	state.
1011550	1011832	A	0.93	Q.
1011886	1012056	A	1.0	And
1012078	1012276	A	0.99991	let's
1012308	1012504	A	0.99955	draw
1012542	1012696	A	0.99956	it
1012718	1012904	A	1.0	like
1012942	1013530	A	0.99933	this.
1015180	1015592	A	0.91971	This
1015646	1016116	A	0.91509	curvy
1016148	1016484	A	0.9998	arrow
1016532	1016792	A	0.98192	is
1016846	1017112	A	1.0	the
1017166	1017892	A	0.9999	action
1018036	1018440	A	1.0	of
1018510	1018792	A	1.0	asking
1018846	1019124	A	0.61	the
1019182	1019548	A	0.9996	question
1019634	1019980	A	0.53	and
1020050	1020284	A	0.99991	getting
1020322	1020524	A	0.68	the
1020562	1020860	A	1.0	answer
1020930	1021596	A	0.99994	back.
1021778	1022124	A	1.0	And
1022162	1022504	A	0.69386	we're
1022552	1022908	A	0.99996	asking
1022994	1023244	A	0.99991	it
1023282	1023436	A	1.0	of
1023458	1023692	A	0.92517	this
1023746	1024184	A	0.99952	minimum
1024232	1024540	A	0.98269	system,
1024610	1024844	A	0.73	the
1024882	1025740	A	0.98236	qubit.
1026240	1026604	A	0.98	And
1026642	1026904	A	0.75242	let's
1026952	1027452	A	0.99996	call
1027586	1027932	A	0.99997	this
1027986	1028444	A	0.99999	entire
1028562	1029230	A	0.78311	act
1029600	1030204	A	0.98	of
1030322	1030990	A	0.99	h
1032160	1032620	A	0.69	and
1032690	1033272	A	0.87625	write
1033426	1033984	A	1.0	h
1034102	1034636	A	0.59189	acting
1034668	1034912	A	0.53776	on
1034966	1035568	A	0.89	Q
1035734	1036064	A	0.99999	by
1036102	1036352	A	0.99999	this
1036406	1036988	A	0.94423	expression
1037084	1038080	A	0.89387	HQ.
1038660	1039168	A	0.99946	So
1039254	1039600	A	0.91986	again,
1039670	1039964	A	0.99631	we're
1040012	1040716	A	1.0	developing
1040828	1041056	A	1.0	the
1041078	1041532	A	0.97943	notation
1041596	1041776	A	1.0	of
1041798	1042156	A	0.99999	quantum
1042188	1042524	A	0.99965	theory,
1042572	1043170	A	0.99999	which
1044120	1044436	A	0.973	all
1044458	1044596	A	1.0	of
1044618	1044756	A	1.0	you
1044778	1045350	A	0.64269	who
1045960	1046324	A	0.99947	know
1046362	1046516	A	1.0	the
1046538	1046864	A	0.99871	theory
1046912	1047220	A	0.99994	already
1047290	1047524	A	0.9988	will
1047562	1047812	A	0.99999	find
1047866	1048660	A	0.63557	familiar.
1050680	1051092	A	0.60563	So
1051146	1051316	A	1.0	the
1051338	1051572	A	0.97	third
1051626	1051796	A	0.99999	thing
1051818	1051956	A	0.99831	that
1051978	1052116	A	0.99996	we
1052138	1052324	A	0.9169	have
1052362	1052900	A	0.98	to
1053050	1053412	A	0.99999	build
1053466	1053732	A	0.97009	into
1053786	1054100	A	0.95978	this
1054170	1054624	A	0.98931	picture
1054672	1054836	A	1.0	and
1054858	1055092	A	0.90049	into
1055146	1055364	A	0.99	the
1055402	1056100	A	0.76817	theory
1056440	1056864	A	0.9977	is
1056922	1057096	A	1.0	the
1057118	1057524	A	0.99822	shared
1057572	1058360	A	0.99233	language.
1059740	1060248	A	0.99989	So
1060334	1060632	A	0.96677	we
1060686	1060904	A	0.99987	have
1060942	1061192	A	1.0	to
1061246	1061850	A	0.99999	know
1063020	1063384	A	1.0	what
1063422	1063672	A	0.99389	we
1063726	1064232	A	0.91584	mean
1064366	1064904	A	0.99992	by
1065022	1065256	A	0.99999	up
1065278	1065416	A	0.56331	or
1065438	1065960	A	0.65162	down
1066110	1066376	A	1.0	if
1066398	1066548	A	0.99763	we're
1066564	1066696	A	0.76651	going
1066718	1066856	A	1.0	to
1066878	1067064	A	0.99895	ask
1067102	1067256	A	0.98	the
1067278	1067704	A	0.52714	question
1067822	1068056	A	0.99999	up
1068078	1068216	A	0.9994	or
1068238	1068810	A	0.99991	down?
1070000	1070652	A	0.89	And
1070786	1071084	A	0.9999	we
1071122	1071324	A	0.98949	have
1071362	1071950	A	0.97	to
1072880	1073292	A	0.99991	have
1073346	1073564	A	0.99992	some
1073602	1074440	A	0.46512	representation
1074520	1075150	A	0.85	of
1075840	1076204	A	0.99992	what
1076242	1076348	A	0.99997	it
1076354	1076572	A	0.60181	means
1076626	1076796	A	0.99962	for
1076818	1076956	A	1.0	the
1076978	1077976	A	0.7625	qubit
1078168	1078524	A	1.0	to
1078562	1079112	A	0.95909	distinguish
1079176	1079404	A	0.99877	up
1079442	1079548	A	0.99673	or
1079554	1080110	A	0.94828	down.
1080560	1081116	A	0.99966	So
1081218	1081636	A	0.99291	let's
1081688	1081904	A	0.99088	say
1081942	1082144	A	0.99926	that
1082182	1082384	A	1.0	to
1082422	1083010	A	1.0	us,
1085460	1085824	A	0.99987	up
1085862	1086016	A	1.0	and
1086038	1086512	A	0.78293	down
1086646	1087328	A	0.76795	mean
1087494	1087872	A	0.99994	this
1087926	1088240	A	0.99997	little
1088310	1089132	A	0.87522	diagram
1089276	1089584	A	1.0	with
1089622	1089824	A	1.0	an
1089862	1090476	A	0.98055	arrow
1090588	1090956	A	0.99989	that's
1090988	1091484	A	0.99991	labeled
1091532	1091840	A	0.80534	up
1091910	1092144	A	0.9994	on
1092182	1092384	A	1.0	one
1092422	1092720	A	0.73957	end
1092790	1093024	A	1.0	and
1093062	1093360	A	0.99025	down
1093430	1093616	A	0.91866	on
1093638	1093776	A	1.0	the
1093798	1093984	A	0.99974	other
1094022	1094560	A	0.9701	end.
1094710	1094976	A	0.99995	So
1094998	1095276	A	0.83865	we're
1095308	1096008	A	0.99924	defining
1096124	1096404	A	0.99992	up
1096442	1096548	A	1.0	and
1096554	1096820	A	0.75065	down
1096890	1097076	A	0.99999	in
1097098	1097284	A	0.99	a
1097322	1097620	A	0.9999	very
1097690	1098020	A	0.99997	simple
1098090	1098420	A	1.0	way
1098490	1098724	A	0.96612	as
1098762	1099108	A	0.81506	just
1099194	1100048	A	0.96318	opposites.
1100144	1100356	A	0.99999	We
1100378	1100528	A	0.99987	don't
1100544	1100724	A	0.87562	know
1100762	1101060	A	0.80898	anything
1101130	1101412	A	1.0	else
1101466	1101684	A	1.0	about
1101722	1101972	A	1.0	them
1102026	1102368	A	0.99979	except
1102384	1102516	A	0.93589	that
1102538	1102864	A	0.5136	they're
1102912	1103888	A	0.82046	opposites.
1104064	1104452	A	0.87808	So
1104506	1104676	A	1.0	this
1104698	1105028	A	0.99004	is
1105114	1105364	A	0.9	a
1105402	1105856	A	0.7346	stripped
1105888	1106132	A	0.99992	down
1106186	1106452	A	0.64	one
1106506	1106820	A	0.9972	bit
1106890	1107412	A	0.99993	question.
1107546	1107844	A	0.82971	We
1107882	1108036	A	1.0	could
1108058	1108160	A	0.99999	have
1108170	1108392	A	0.85095	called
1108446	1108664	A	0.99995	them
1108702	1108904	A	1.0	one
1108942	1109144	A	0.99	and
1109182	1109572	A	0.76	minus
1109636	1110296	A	1.0	one.
1110478	1110776	A	0.99999	We
1110798	1110936	A	0.99997	could
1110958	1111096	A	0.9955	have
1111118	1111304	A	0.96169	called
1111342	1111592	A	0.58856	them
1111646	1111816	A	1.0	A
1111838	1112024	A	0.83	and
1112062	1112312	A	1.0	B.
1112366	1112536	A	0.99995	We
1112558	1112696	A	0.99998	could
1112718	1112856	A	0.99984	have
1112878	1113064	A	0.99966	called
1113102	1113304	A	0.99992	them
1113342	1113930	A	0.99993	anything.
1114860	1115284	A	0.80451	We're
1115332	1115544	A	0.99999	just
1115582	1116132	A	0.99416	indicating
1116196	1116472	A	0.90428	that
1116526	1116744	A	0.99995	up
1116782	1116888	A	1.0	and
1116894	1117304	A	0.94713	down
1117422	1117752	A	0.81605	are
1117806	1118360	A	0.52	two
1118510	1119440	A	0.73435	opposing
1119540	1120460	A	0.99143	concepts.
1121200	1121564	A	1.0	And
1121602	1121996	A	0.99986	so
1122098	1122460	A	0.99999	this
1122530	1123150	A	1.0	object
1123600	1123964	A	0.99999	that
1124002	1124344	A	0.92404	we've
1124392	1124652	A	0.99914	used
1124706	1124876	A	1.0	to
1124898	1125132	A	0.91355	make
1125186	1125404	A	0.99998	this
1125442	1126328	A	0.99958	definition
1126504	1127084	A	1.0	of
1127202	1127484	A	0.86	the
1127522	1128108	A	0.96933	relationship
1128274	1128988	A	1.0	between
1129154	1129484	A	0.99934	our
1129522	1129772	A	0.68	two
1129826	1130188	A	0.99344	words
1130274	1130524	A	0.99467	up
1130562	1130716	A	1.0	and
1130738	1131310	A	1.0	down
1131700	1132064	A	0.71986	is
1132102	1132304	A	0.99999	called
1132342	1132496	A	1.0	a
1132518	1132924	A	0.99969	reference
1132972	1133760	A	0.62118	frame.
1135220	1136080	A	0.99912	It's
1137220	1137632	A	0.54	a
1137686	1138220	A	0.99999	physical
1138300	1138930	A	1.0	object
1139620	1140128	A	1.0	that
1140214	1141132	A	0.46137	encodes
1141196	1141424	A	1.0	a
1141462	1141964	A	0.85948	concept
1142012	1142176	A	0.99998	or
1142198	1142336	A	1.0	a
1142358	1143120	A	0.64086	meaning.
1144120	1144724	A	0.99	And
1144842	1145076	A	1.0	if
1145098	1145236	A	1.0	you
1145258	1145444	A	0.98688	think
1145482	1146070	A	0.99999	about
1146440	1146900	A	0.99996	using
1146970	1147568	A	0.99905	language,
1147664	1148020	A	0.99997	using
1148090	1148512	A	0.99996	English,
1148576	1148756	A	1.0	for
1148778	1149108	A	0.94376	example,
1149194	1149396	A	0.79	you
1149418	1149604	A	0.99962	can
1149642	1150084	A	0.97176	understand
1150202	1150628	A	0.9998	me
1150714	1151108	A	0.8303	speaking
1151194	1151492	A	0.99704	in
1151546	1152260	A	0.99473	English
1153400	1153860	A	0.93528	because
1153930	1154212	A	0.9999	your
1154266	1154816	A	0.79869	brain
1154928	1155300	A	0.64624	has
1155370	1155556	A	1.0	the
1155578	1155812	A	0.99999	right
1155866	1156176	A	0.57903	sorts
1156208	1156356	A	1.0	of
1156378	1156748	A	0.86174	neural
1156784	1157204	A	0.86624	circuits
1157252	1157464	A	0.77	to
1157502	1157752	A	1.0	allow
1157806	1158072	A	0.85	you
1158126	1158730	A	1.0	to
1159420	1159976	A	1.0	understand
1160078	1160404	A	0.96252	English
1160452	1160664	A	1.0	and
1160702	1161044	A	0.86948	produce
1161092	1161800	A	0.99968	English
1162380	1163176	A	0.73346	using
1163358	1163656	A	0.99996	your
1163678	1163960	A	0.74567	hand
1164030	1164216	A	0.48668	in
1164238	1164424	A	0.99662	your
1164462	1165160	A	0.99572	mouth.
1165820	1166376	A	0.97	And
1166478	1166840	A	0.63078	those
1166910	1167316	A	0.74806	neural
1167348	1167860	A	0.32474	circuits
1167940	1168232	A	0.99999	are
1168286	1168772	A	0.99998	reference
1168836	1169360	A	0.99664	frames
1169460	1169724	A	0.99507	in
1169762	1169964	A	0.99998	your
1170002	1170780	A	0.82257	brain
1171680	1172380	A	0.99862	for
1172530	1173256	A	0.98199	understanding
1173288	1173484	A	0.72	and
1173522	1173960	A	0.99564	producing
1174040	1174616	A	0.99919	English.
1174728	1175004	A	1.0	And
1175042	1175244	A	0.99998	they
1175282	1175752	A	0.84612	encode
1175816	1175996	A	1.0	the
1176018	1176824	A	0.99617	relationships
1176872	1177180	A	1.0	between
1177250	1177580	A	0.99994	different
1177650	1178270	A	0.55252	words.
1179600	1180350	A	0.99598	So
1180960	1181276	A	0.92	you
1181298	1181436	A	0.97542	all
1181458	1181644	A	0.99998	know
1181682	1181884	A	0.99999	about
1181922	1182308	A	0.6232	Chat
1182344	1183040	A	1.0	GPT.
1183540	1183856	A	0.93	You
1183878	1184064	A	0.99748	can
1184102	1184256	A	0.99995	think
1184278	1184464	A	0.96	of
1184502	1184656	A	0.99999	all
1184678	1184816	A	1.0	of
1184838	1184976	A	1.0	the
1184998	1185532	A	0.7924	weights
1185596	1186210	A	0.86956	on
1186740	1187104	A	0.98977	all
1187142	1187296	A	1.0	of
1187318	1187648	A	1.0	the
1187734	1187984	A	1.0	ten
1188022	1188176	A	0.79	to
1188198	1188770	A	0.9	the
1189300	1190064	A	0.81	19th
1190102	1190208	A	0.99967	or
1190214	1190432	A	0.88249	however
1190486	1190752	A	0.90913	many
1190806	1191292	A	0.99989	parameters
1191356	1191536	A	1.0	there
1191558	1191696	A	0.99998	are
1191718	1191856	A	0.91159	in
1191878	1192300	A	0.84	GPT
1192380	1193010	A	0.96	four
1193380	1193744	A	1.0	as
1193782	1193936	A	1.0	a
1193958	1194344	A	0.52325	reference
1194412	1195296	A	0.80905	frame
1195488	1195892	A	1.0	that
1195946	1196496	A	0.74326	describes
1196528	1196724	A	1.0	the
1196762	1197504	A	0.82709	relationships
1197552	1197860	A	0.98525	between
1197930	1198260	A	0.72364	words
1198330	1198516	A	1.0	and
1198538	1199120	A	0.6464	phrases
1199200	1199876	A	0.99301	in
1200058	1200496	A	0.99999	English
1200528	1200676	A	0.94	and
1200698	1200932	A	0.99437	many
1200986	1201156	A	0.99999	other
1201178	1201940	A	0.99999	languages.
1202280	1202644	A	0.99996	So
1202682	1202884	A	0.99999	this
1202922	1203172	A	0.99978	idea
1203226	1203396	A	1.0	of
1203418	1203556	A	1.0	a
1203578	1203904	A	0.53595	reference
1203952	1204768	A	0.79969	frame
1204944	1205380	A	0.97718	is
1205450	1205684	A	0.99999	an
1205722	1206444	A	0.58811	instance
1206592	1207290	A	0.87	of
1207820	1209108	A	0.71769	Landauer's
1209204	1209748	A	0.36735	principle,
1209844	1210104	A	1.0	which
1210142	1210632	A	0.55743	is
1210766	1211400	A	0.65634	often
1211550	1212164	A	0.99899	summarized
1212212	1212424	A	0.51903	as
1212462	1212664	A	0.99999	saying
1212702	1212904	A	1.0	that
1212942	1213336	A	0.99998	information
1213438	1213704	A	0.99999	is
1213742	1214452	A	0.99997	physical.
1214596	1214856	A	1.0	What
1214878	1215112	A	0.93928	that
1215166	1215576	A	0.91118	means
1215678	1215944	A	1.0	is
1215982	1216616	A	0.73284	that
1216798	1217528	A	0.99996	information
1217694	1218072	A	1.0	always
1218126	1218344	A	0.71191	has
1218382	1218584	A	1.0	to
1218622	1218872	A	0.99999	have
1218926	1219252	A	0.99999	some
1219326	1220380	A	0.52441	encoding
1220960	1221756	A	1.0	and
1221938	1222428	A	0.99792	that
1222514	1223512	A	0.79793	encoding,
1223656	1224060	A	0.91381	that
1224130	1224750	A	0.99999	object
1225760	1226124	A	0.99997	can
1226162	1226412	A	0.99999	always
1226466	1226684	A	1.0	be
1226722	1226876	A	0.99999	thought
1226898	1227132	A	0.98	of
1227186	1227404	A	0.99999	as
1227442	1227596	A	1.0	a
1227618	1227944	A	0.99998	reference
1227992	1228700	A	0.99847	frame.
1229840	1230204	A	0.99995	So
1230242	1230456	A	0.99987	let's
1230488	1230636	A	0.99998	put
1230658	1230796	A	1.0	all
1230818	1231004	A	0.99998	this
1231042	1231292	A	1.0	stuff
1231346	1231950	A	1.0	together.
1234100	1234416	A	0.99998	What
1234438	1234624	A	0.99748	we
1234662	1234912	A	0.99996	have
1234966	1235280	A	0.99998	now
1235350	1235728	A	0.99988	is
1235814	1236064	A	1.0	a
1236102	1236572	A	0.99995	reference
1236636	1237340	A	0.97392	frame
1237500	1237872	A	0.84483	that
1237926	1238316	A	0.99933	defines
1238348	1238496	A	0.71	the
1238518	1238848	A	0.76004	difference
1238934	1239232	A	1.0	between
1239286	1239456	A	0.99988	up
1239478	1239616	A	0.86	and
1239638	1240208	A	0.84133	down.
1240374	1240656	A	1.0	We
1240678	1240864	A	0.89601	have
1240902	1241152	A	0.80862	an
1241206	1241612	A	0.61861	action
1241676	1241856	A	1.0	that
1241878	1242076	A	0.99953	we've
1242108	1242652	A	0.9996	labeled
1242716	1243330	A	1.0	H,
1243700	1244124	A	0.57	and
1244182	1244404	A	0.88	the
1244442	1245008	A	0.99723	action
1245104	1245616	A	0.71874	acts
1245648	1245844	A	1.0	on
1245882	1246180	A	0.99999	this
1246250	1246870	A	0.99996	object,
1247560	1247924	A	0.98	the
1247962	1248820	A	0.99457	qubit,
1249320	1249684	A	0.99989	which
1249722	1249924	A	0.9999	is
1249962	1250164	A	0.99998	in
1250202	1250452	A	0.99999	some
1250506	1251110	A	0.77808	state.
1252520	1253268	A	1.0	And
1253434	1253764	A	1.0	what
1253802	1254064	A	0.95501	we've
1254112	1254464	A	0.65591	drawn
1254512	1254772	A	1.0	here
1254826	1255236	A	0.99999	now
1255338	1255604	A	0.93519	is
1255642	1255892	A	0.99987	an
1255946	1256900	A	0.8014	experiment.
1257660	1258024	A	0.94	And
1258062	1258216	A	1.0	you
1258238	1258424	A	0.99976	can
1258462	1258664	A	0.99994	think
1258702	1258904	A	1.0	of
1258942	1259288	A	1.0	the
1259374	1260084	A	0.99473	incoming
1260132	1260392	A	0.99992	part
1260446	1260568	A	1.0	of
1260574	1260744	A	0.66	the
1260782	1261444	A	0.75569	arrow
1261572	1261912	A	0.9992	that
1261966	1262232	A	0.99989	goes
1262286	1262456	A	0.99965	from
1262478	1262616	A	1.0	the
1262638	1263044	A	0.74561	reference
1263092	1263668	A	0.55148	frame
1263764	1264024	A	0.67	to
1264062	1264216	A	1.0	the
1264238	1265160	A	0.58516	qubit
1265500	1266056	A	0.99999	as
1266158	1266424	A	1.0	a
1266462	1267140	A	0.99933	preparation
1267220	1267416	A	1.0	of
1267438	1267576	A	1.0	the
1267598	1268324	A	0.99774	qubit.
1268452	1268744	A	0.99744	So
1268782	1268936	A	0.99	you
1268958	1269156	A	0.99999	can
1269198	1269356	A	0.99981	think
1269378	1269468	A	1.0	of
1269474	1269596	A	0.99987	it
1269618	1269900	A	0.97633	as
1269970	1270392	A	0.97792	I'm
1270456	1270828	A	0.99999	doing
1270914	1271260	A	0.99999	something
1271330	1271564	A	0.7	to
1271602	1271756	A	1.0	the
